*Intra   
#level node node weight
1 799431 FAM156A 1
1 799432 FAM156A 1
1 799433 FAM156A 1
1 799441 FAM156A 1
1 CLCN5 FAM156A 1
1 799444 FAM156A 1
1 799654 FAM156A 1
1 RP11-348F1.2 FAM156A 1
1 RP11-348F1.3 FAM156A 1
1 NUDT11 FAM156A 1
1 799946 FAM156A 1
1 799955 FAM156A 1
1 GSPT2 FAM156A 1
1 799990 FAM156A 1
1 MAGED1 FAM156A 1
1 799992 FAM156A 1
1 800026 FAM156A 1
1 800027 FAM156A 1
1 800106 FAM156A 1
1 800108 FAM156A 1
1 800112 FAM156A 1
1 800131 FAM156A 1
1 800132 FAM156A 1
1 800133 FAM156A 1
1 800134 FAM156A 1
1 800135 FAM156A 1
1 800217 FAM156A 1
1 800218 FAM156A 1
1 800221 FAM156A 1
1 800305 FAM156A 1
1 800359 FAM156A 1
1 KDM5C FAM156A 1
1 RIBC1 FAM156A 1
1 SMC1A FAM156A 1
1 800410 FAM156A 1
1 HSD17B10 FAM156A 1
1 RP3-339A18.6 FAM156A 1
1 800476 FAM156A 1
1 800556 FAM156A 1
1 800585 FAM156A 1
1 800586 FAM156A 1
1 800588 FAM156A 1
1 FAM120C FAM156A 1
1 800590 FAM156A 1
1 800591 FAM156A 1
1 800592 FAM156A 1
1 800667 FAM156A 1
1 GNL3L FAM156A 1
1 800689 FAM156A 1
1 MAGED2 FAM156A 1
1 APEX2 FAM156A 1
1 PFKFB1 FAM156A 1
1 800788 FAM156A 1
1 800833 FAM156A 1
1 FAM104B FAM156A 1
1 800835 FAM156A 1
1 800837 FAM156A 1
1 800931 FAM156A 1
1 RRAGB FAM156A 1
1 KLF8 FAM156A 1
1 801321 FAM156A 1
1 801322 FAM156A 1
1 801323 FAM156A 1
1 801328 FAM156A 1
1 801342 FAM156A 1
1 ZXDA FAM156A 1
1 802576 FAM156A 1
1 802577 FAM156A 1
1 802578 FAM156A 1
1 YIPF6 FAM156A 1
1 PJA1 FAM156A 1
1 804558 FAM156A 1
1 MIR374A FAM156A 1
1 MIR545 FAM156A 1
1 RLIM FAM156A 1
1 UPRT FAM156A 1
1 807556 FAM156A 1
1 SLC38A5 HSD17B10 1
1 SLC38A5 RIBC1 1
1 SLC38A5 RP3-339A18.6 1
1 FAM156A GNL3L 1
1 FAM156A MAGED2 1
1 FAM156A FAM104B 1
1 FAM156A RRAGB 1
1 FAM156A YIPF6 1
1 FAM156A PJA1 1
1 804520 EDA 1
1 MIR676 EDA 1
1 804526 EDA 1
1 804528 EDA 1
1 AWAT2 EDA 1
1 804539 EDA 1
1 804541 EDA 1
1 804542 EDA 1
1 804547 EDA 1
1 804556 EDA 1
1 804557 EDA 1
1 804558 EDA 1
1 IGBP1 EDA 1
1 RLIM EDA 1
1 EDA MIR676 1
1 GDPD2 IGBP1 1
1 GDPD2 IGBP1-AS1 1
1 GDPD2 ARR3 1
1 GDPD2 P2RY4 1
1 GDPD2 RAB41 1
1 GDPD2 KIF4A 1
1 GDPD2 PDZD11 1
1 804368 GDPD2 1
1 804378 GDPD2 1
1 804379 GDPD2 1
1 804551 GDPD2 1
1 804553 GDPD2 1
1 804556 GDPD2 1
1 804557 GDPD2 1
1 804558 GDPD2 1
1 IGBP1 GDPD2 1
1 804562 GDPD2 1
1 804564 GDPD2 1
1 804565 GDPD2 1
1 DGAT2L6 GDPD2 1
1 804567 GDPD2 1
1 804568 GDPD2 1
1 804569 GDPD2 1
1 804570 GDPD2 1
1 804571 GDPD2 1
1 804572 GDPD2 1
1 804573 GDPD2 1
1 804574 GDPD2 1
1 804575 GDPD2 1
1 804576 GDPD2 1
1 804581 GDPD2 1
1 804588 GDPD2 1
1 RAB41 GDPD2 1
1 804590 GDPD2 1
1 KIF4A GDPD2 1
1 PDZD11 GDPD2 1
1 804592 GDPD2 1
1 804593 GDPD2 1
1 804595 GDPD2 1
1 804682 GDPD2 1
1 804683 GDPD2 1
1 804684 GDPD2 1
1 GDPD2 snoU13 1
1 FAM156A UPRT 1
1 DRP2 CSTF2 1
1 DRP2 SNORA9 1
1 DRP2 NOX1 1
1 813932 XKRX 1
1 813936 XKRX 1
1 813940 XKRX 1
1 813963 XKRX 1
1 813964 XKRX 1
1 813966 XKRX 1
1 813969 XKRX 1
1 813993 XKRX 1
1 813995 XKRX 1
1 813996 XKRX 1
1 813997 XKRX 1
1 813998 XKRX 1
1 813999 XKRX 1
1 814000 XKRX 1
1 814001 XKRX 1
1 814002 XKRX 1
1 814003 XKRX 1
1 814006 XKRX 1
1 814010 XKRX 1
1 814014 XKRX 1
1 814019 XKRX 1
1 814020 XKRX 1
1 814023 XKRX 1
1 814025 XKRX 1
1 814029 XKRX 1
1 814030 XKRX 1
1 814032 XKRX 1
1 814033 XKRX 1
1 814053 XKRX 1
1 XKRX ARL13A 1
1 DRP2 ARL13A 1
1 XKRX TRMT2B 1
1 DRP2 TRMT2B 1
1 XKRX TMEM35 1
1 813881 DRP2 1
1 813905 DRP2 1
1 813911 DRP2 1
1 813915 DRP2 1
1 813917 DRP2 1
1 813924 DRP2 1
1 813925 DRP2 1
1 813926 DRP2 1
1 813929 DRP2 1
1 813930 DRP2 1
1 813931 DRP2 1
1 813932 DRP2 1
1 813933 DRP2 1
1 813934 DRP2 1
1 814007 DRP2 1
1 814157 DRP2 1
1 XKRX TAF7L 1
1 XKRX AL035422.1 1
1 814524 BEX1 1
1 LHFPL1 ACSL4 1
1 LHFPL1 ALG13-AS1 1
1 814828 LHFPL1 1
1 ACSL4 LHFPL1 1
1 817134 LHFPL1 1
1 817135 LHFPL1 1
1 817136 LHFPL1 1
1 817137 LHFPL1 1
1 817138 LHFPL1 1
1 817139 LHFPL1 1
1 817140 LHFPL1 1
1 817141 LHFPL1 1
1 817142 LHFPL1 1
1 817143 LHFPL1 1
1 817144 LHFPL1 1
1 ALG13-AS1 LHFPL1 1
1 817148 LHFPL1 1
1 817149 LHFPL1 1
1 817150 LHFPL1 1
1 817154 LHFPL1 1
1 817159 LHFPL1 1
1 817170 LHFPL1 1
1 817204 LHFPL1 1
1 817208 LHFPL1 1
1 817214 LHFPL1 1
1 817219 LHFPL1 1
1 817480 LHFPL1 1
1 817531 LHFPL1 1
1 817535 LHFPL1 1
1 817536 LHFPL1 1
1 AMOT LHFPL1 1
1 817542 LHFPL1 1
1 817543 LHFPL1 1
1 LHFPL1 AMOT 1
1 LRCH2 SNORD30 1
1 LRCH2 SNORA35 1
1 818325 LRCH2 1
1 818369 LRCH2 1
1 818373 LRCH2 1
1 818374 LRCH2 1
1 818376 LRCH2 1
1 818377 LRCH2 1
1 818379 LRCH2 1
1 818383 LRCH2 1
1 818386 LRCH2 1
1 818387 LRCH2 1
1 818388 LRCH2 1
1 818389 LRCH2 1
1 LRCH2 SNORA64 1
1 LRCH2 PLS3 1
1 LRCH2 RP1-93I3.1 1
1 ZNF449 FAM127C 1
1 DDX26B-AS1 FAM127C 1
1 DDX26B FAM127C 1
1 MMGT1 FAM127C 1
1 SLC9A6 FAM127C 1
1 FAM127C ZNF449 1
1 BRCC3 F8 1
1 CMC4 F8 1
1 MTCP1 F8 1
1 TMLHE F8 1
1 VAMP7 F8 1
2 MAZ YY1 1
2 USF2 WDR59 1
2 CEBPB SEPHS2 1
2 GTF3C2 SGTB 1
2 FOS FNDC8 1
2 ATF1 ASTL 1
2 ATF1 ASPN 1
2 FOXP2 SRBD1 1
2 GATA3 IDH3G 1
2 ATF1 ATIC 1
2 ATF1 ATG3 1
2 ATF1 ATF3 1
2 ATF1 ATE1 1
2 CREBBP HNRNPR 1
2 STAT3 EI24 1
2 CCNT2 PRR15L 1
2 BRF2 UCP2 1
2 PPARGC1A THUMPD1 1
2 SPI1 ZNF407 1
2 CBX8 ZFP37 1
2 EBF1 MS4A1 1
2 MAX KCTD9 1
2 NR3C1 NMI 1
2 KAT2B TRIM8 1
2 GTF2B SRP9 1
2 NR3C1 HK2 1
2 BCLAF1 PSMD2 1
2 CREBBP CAPZA2 1
2 CEBPZ EEF1D 1
2 ELK4 PRKRA 1
2 KDM1A GRID2IP 1
2 PHF8 TSPAN3 1
2 FOXM1 STK11IP 1
2 ZNF274 TNFSF12 1
2 CREBBP FBXO21 1
2 GATA3 PDP2 1
2 SMARCC2 SMCR8 1
2 TAF1 FDXR 1
2 ZKSCAN1 LENG9 1
2 PAX5 CCDC34 1
2 GATA1 TRIM11 1
2 SAP30 ARNT 1
2 CREBBP DUSP19 1
2 ZZZ3 ZZEF1 1
2 NFIC AP1S3 1
2 CEBPZ PPME1 1
2 STAT3 SPON1 1
2 ATF3 PGM3 1
2 NR3C1 BIK 1
2 RELA IMMT 1
2 GATA1 NRXN3 1
2 MAX RASAL2 1
2 RXRA KIAA2013 1
2 CHD4 PLBD1 1
2 MAZ MAX 1
2 KDM5B KMO 1
2 KDM5B STAG3L3 1
2 GATA3 PMCH 1
2 SREBF1 APBB3 1
2 GTF3C2 CLEC10A 1
2 PRDM1 SGSH 1
2 GATA1 CREM 1
2 MYB TMEM201 1
2 KDM4A UBFD1 1
2 NFE2 SDS 1
2 CHD1 PIP5K1P1 1
2 SUZ12 GPNMB 1
2 ZMIZ1 HLA-L 1
2 RNF2 PIGY 1
2 GATA1 CLNK 1
2 CBX3 TMUB1 1
2 ESRRA TBC1D22B 1
2 RAD21 HCLS1 1
2 CHD1 SCARNA16 1
2 RELA NDUFA11 1
2 RBBP5 RAVER2 1
2 USF2 UNC13D 1
2 REST VPS35 1
2 EGR1 PTPRK 1
2 POLR2A TMEM132A 1
2 SRF ERAL1 1
2 SIX5 ANKRD36BP1 1
2 CBX3 GPN2 1
2 PAX5 BCO2 1
2 KDM5A MAMSTR 1
2 MTA3 C11orf45 1
2 TBL1XR1 CDAN1 1
2 SUZ12 PRODH 1
2 SMARCB1 SLFN11 1
2 SREBF2 GJC2 1
2 GATA1 ZBTB46 1
2 TBL1XR1 P4HTM 1
2 TAL1 SHISA7 1
2 TAL1 ZBED4 1
2 HDAC1 SPATS2 1
2 SIRT6 AAK1 1
2 PML NSD1 1
2 MYC SHH 1
2 MBD4 TMEM185A 1
2 SREBF1 PIPSL 1
2 MEF2A RSPRY1 1
2 NFYA SENP3 1
2 POU5F1 DDX58 1
2 USF1 STX3 1
2 CBX8 NFE2L3 1
2 SIRT6 ZC3H18 1
2 MEF2A ADAMDEC1 1
2 TFAP2A RXFP4 1
2 GATA3 CCDC146 1
2 POU5F1 DHX37 1
2 UBTF LPO 1
2 KDM1A PPP1CB 1
2 SREBF2 TMED5 1
2 NR3C1 NR3C2 1
2 REST RBM41 1
2 PPARGC1A NSMCE1 1
2 PPARGC1A GGT7 1
2 TAF1 ANGEL2 1
2 ELK1 CHTF8 1
2 CREBBP DYRK4 1
2 HMGN3 RPL5 1
2 CHD4 CD2BP2 1
2 CHD2 HINFP 1
2 UBTF ADM 1
2 USF1 RAD18 1
2 SP4 NAF1 1
2 TAL1 EPS8L2 1
2 IRF4 DGKK 1
2 CHD1 GALC 1
2 CHD2 ZNRF2 1
2 CEBPB ZAR1 1
2 CEBPD NFATC3 1
2 KDM1A ZNF629 1
2 EBF1 TNIP3 1
2 GATA1 CA2 1
2 EP300 NSUN5P1 1
2 IRF4 RGS18 1
2 MAZ DOK3 1
2 SMC3 MXRA7 1
2 CREBBP NUF2 1
2 BCL3 DAG1 1
2 GATA1 GP9 1
2 ARID3A SEPHS1 1
2 GATA3 TNFRSF12A 1
2 ELK4 ADAMTS4 1
2 RAD21 RANBP6 1
2 ELK4 CALM2 1
2 CHD2 ANXA2 1
2 TAL1 TRIM10 1
2 FOS FOSL2 1
2 STAT1 STARD7 1
2 GATA1 KEL 1
2 IRF4 ZFP36L1 1
2 PBX3 MRPS11 1
2 STAT5A TTC31 1
2 GATA3 PLXDC1 1
2 MBD4 OLFML2B 1
2 MBD4 ST6GALNAC2 1
2 SP4 LGALS3 1
2 GATA1 SFRP2 1
2 CREBBP NPM1 1
2 CREBBP SLC22A12 1
2 CREB1 CPNE1 1
2 SREBF1 SLA2 1
2 TCF3 LRRC3 1
2 E2F4 TUBB 1
2 GATA3 TRIB2 1
2 NR3C1 RNASET2 1
2 ZBTB7A RAB33A 1
2 STAT1 ADRM1 1
2 ELK4 ORAI2 1
2 CREB1 SNX22 1
2 ELK4 D2HGDH 1
2 SUZ12 ANO9 1
2 REST RCOR3 1
2 USF1 UPF2 1
2 UBTF BCL2L15 1
2 USF1 USF2 1
2 USF1 USE1 1
2 MBD4 PGAP1 1
2 USF1 URM1 1
2 USF1 UROD 1
2 USF1 UROS 1
2 CEBPB REV3L 1
2 ATF1 RSPH3 1
2 SMARCB1 ACVR1B 1
2 EGR1 ZNF529 1
2 KDM1A KDM1B 1
2 PHF8 TIMM8A 1
2 NFE2 RNF38 1
2 ATF1 ARRB1 1
2 SAP30 B3GNT8 1
2 BRF2 RLF 1
2 KDM5A AK1 1
2 SP4 SPAG17 1
2 GATA1 IFIT1B 1
2 MTA3 RBM14 1
2 RNF2 RGS3 1
2 GTF2F1 RILPL1 1
2 CBX2 WBP2NL 1
2 CEBPZ PSMD7 1
2 FOS LAG3 1
2 CREB1 RLIM 1
2 E2F4 TMEM87B 1
2 MEF2A RFC5 1
2 EZH2 FREM1 1
2 BCLAF1 FAM151B 1
2 PPARGC1A EREG 1
2 KAT2A SNORD116-13 1
2 PBX3 VNN1 1
2 MYB PTGDR 1
2 TCF12 MCTP2 1
2 ZKSCAN1 TSLP 1
2 EZH2 PIGB 1
2 USF1 VASN 1
2 EBF1 ADAM6 1
2 RXRA TJP2 1
2 MAFK ATG12 1
2 POU5F1 ZNF133 1
2 YY1 KNG1 1
2 SPI1 XRCC2 1
2 STAT2 GPR87 1
2 GATA1 SLC26A2 1
2 HDAC2 AGPAT3 1
2 IRF1 TXLNA 1
2 USF1 UPF3B 1
2 BCL3 FZD8 1
2 USF1 UPF3A 1
2 USF2 NUDT22 1
2 EP300 MATN1 1
2 RELA TMEM87A 1
2 ZNF217 KIF19 1
2 CBX3 JDP2 1
2 E2F1 RTF1 1
2 RELA RBBP9 1
2 EP300 ITGAM 1
2 GATA3 TSC22D2 1
2 SMARCC1 CYP4F3 1
2 RUNX3 RIPK3 1
2 TCF3 TNFSF9 1
2 ATF1 ASTE1 1
2 ZNF263 TSHZ1 1
2 JUND PXN 1
2 POU5F1 RAB3IP 1
2 KAT2A DCAF10 1
2 MYB CD247 1
2 CUX1 PSMD3 1
2 HDAC1 NPAT 1
2 E2F4 SMPDL3A 1
2 CHD7 FAM161A 1
2 FOS MLLT1 1
2 HDAC6 CLDN12 1
2 ZNF274 SNORD115-5 1
2 BACH1 BAD 1
2 IRF1 CD55 1
2 IRF1 CD68 1
2 REST RDH11 1
2 RUNX3 IFT27 1
2 UBTF ERN1 1
2 KAT2B RNFT2 1
2 RFX5 SEC23A 1
2 RAD21 RB1CC1 1
2 JUND ZDHHC16 1
2 KDM5B MRPL13 1
2 FOSL2 LRRC2 1
2 ATF1 ASH1L 1
2 BATF TMEM161A 1
2 CEBPZ STK11IP 1
2 EGR1 KRR1 1
2 CUX1 RTP4 1
2 STAT3 PRPF40B 1
2 SIX5 ABCC10 1
2 ATF1 ASCC2 1
2 GATA3 HSP90B1 1
2 ELF1 AP1G1 1
2 ATF1 ASCL2 1
2 EP300 ARL6IP4 1
2 BACH1 PSMG2 1
2 JUN JAM2 1
2 POLR3G SNRPB2 1
2 PRDM1 DDX11L2 1
2 TEAD4 LCORL 1
2 RELA RBM44 1
2 RELA RBM25 1
2 SMARCA4 MFSD5 1
2 RELA RBMX2 1
2 BHLHE40 ADCY3 1
2 POLR2A COG3 1
2 KDM5A MTX2 1
2 E2F6 NICN1 1
2 RFX5 HES6 1
2 ZEB1 TRUB1 1
2 CREB1 MYO1B 1
2 IRF4 SHANK3 1
2 E2F6 AGR2 1
2 RELA RAD51 1
2 BRF1 C7orf61 1
2 HDAC6 SBDSP1 1
2 NR3C1 THTPA 1
2 IRF4 ARHGAP42 1
2 HDAC2 CDC6 1
2 SPI1 NLRP6 1
2 ZMIZ1 ITSN1 1
2 BRF1 PLCH1 1
2 POU5F1 CENPM 1
2 SMARCB1 DYM 1
2 BRCA1 KAZALD1 1
2 POU5F1 HSPA12B 1
2 BCL3 EHBP1L1 1
2 SP2 PLEKHA8 1
2 GATA2 GNAT2 1
2 MYB PTPN11 1
2 TAF1 CYP21A2 1
2 ZEB1 HDAC7 1
2 POLR3G NKX6-2 1
2 YY1 CNDP2 1
2 HDAC2 CPOX 1
2 ELK1 XIAP 1
2 REST ZC3H3 1
2 EGR1 UQCR11 1
2 HMGN3 TGM5 1
2 ESRRA MRPS2 1
2 CHD4 HSPA8 1
2 CHD7 ADAM32 1
2 SP4 CTNNB1 1
2 WRNIP1 FBXL18 1
2 PRDM1 KIR2DS1 1
2 KDM1A KIAA0895 1
2 BACH1 DCAF7 1
2 MYC BAIAP2L1 1
2 ETS1 CD5 1
2 IRF4 SMAD7 1
2 JUND THG1L 1
2 RAD21 UNC13B 1
2 BACH1 MEX3C 1
2 SP4 SP100 1
2 KAT2A CRELD2 1
2 POLR2A BRD1 1
2 NFYB MAL 1
2 MXI1 KLRB1 1
2 ELK4 ZBTB46 1
2 SMARCC2 VPREB3 1
2 FLI1 FLNB 1
2 SMC3 ANKRD34A 1
2 MEF2C RNU6ATAC 1
2 GATA3 GATA6 1
2 KDM5A LSM4 1
2 CREB1 TPM1 1
2 CEBPD GPR155 1
2 ELK1 ANKRD46 1
2 PBX3 STARD3 1
2 RXRA POMGNT1 1
2 PBX3 NFXL1 1
2 EBF1 KHDRBS1 1
2 FOS PARN 1
2 USF2 PKN2 1
2 GABPA SNORA49 1
2 CTBP2 FGFR3 1
2 RELA RDH10 1
2 STAT2 STARD8 1
2 GTF2B ZHX3 1
2 NR3C1 ABHD3 1
2 GATA3 CTLA4 1
2 POU5F1 TNFRSF21 1
2 XRCC4 WDR91 1
2 XRCC4 WDR24 1
2 CREBBP WDR24 1
2 CHD4 NNMT 1
2 RUNX3 TOR1AIP1 1
2 NFATC1 ETV6 1
2 GATA1 KLF13 1
2 TBL1XR1 DPY30 1
2 GABPA TBRG1 1
2 ZNF384 MICAL1 1
2 FOXM1 AGPS 1
2 ZNF263 CXCL10 1
2 ZNF217 HIP1 1
2 GATA1 TIMM44 1
2 SP4 SEC14L1 1
2 SIRT6 NDUFS6 1
2 BRCA1 ZFP3 1
2 CBX8 ANXA4 1
2 MEF2C OXCT2 1
2 MAX FAM76A 1
2 NFIC GLOD4 1
2 TBP COPS6 1
2 KDM5A ZNF662 1
2 ZNF384 RNF216 1
2 SRF IL32 1
2 SUZ12 SCRN3 1
2 GATA1 GALNT5 1
2 KAT2B STK16 1
2 HDAC2 OPRL1 1
2 RNF2 DGCR8 1
2 POLR2A CHMP4A 1
2 NR3C1 CDYL 1
2 E2F6 CROT 1
2 CTBP2 ATP9B 1
2 CHD4 KLHL29 1
2 SRF SLC39A11 1
2 BCLAF1 LILRB4 1
2 HDAC1 DEPDC1B 1
2 IKZF1 SLC12A7 1
2 HDAC1 OR52K1 1
2 MYB CDK13 1
2 TRIM28 KANK1 1
2 GATA2 NSUN5P1 1
2 MAX NAALADL1 1
2 HMGN3 GLRX3 1
2 CHD2 EIF4ENIF1 1
2 CBX2 TALDO1 1
2 SMARCC1 OPTN 1
2 BRF1 DLG1 1
2 SMARCC1 POLRMT 1
2 MAX MAZ 1
2 E2F1 UBE2H 1
2 ZKSCAN1 XKRX 1
2 ARID3A MFSD5 1
2 NFIC ASB3 1
2 TAL1 ACHE 1
2 JUN TUBE1 1
2 SIRT6 MRPL2 1
2 IRF4 RNF157 1
2 TCF3 IL2RB 1
2 GATA3 SSBP3 1
2 IRF4 RNF135 1
2 BRCA1 SPTA1 1
2 MAFK S100A8 1
2 ETS1 ATL1 1
2 NFATC1 GAPT 1
2 GATA1 SLC6A8 1
2 SP4 LRRC41 1
2 STAT5A GALNT10 1
2 XRCC4 ARMC6 1
2 ZNF274 TNNI3K 1
2 USF1 UPK1B 1
2 HMGN3 MAT2A 1
2 STAT3 NAA40 1
2 RUNX3 CYLD 1
2 MYB LRRC61 1
2 RELA RCOR3 1
2 CHD2 RTN4RL2 1
2 USF1 SERPINF1 1
2 RELA DOC2A 1
2 GATA3 C12orf29 1
2 E2F6 E2F5 1
2 IRF4 MYO3B 1
2 BATF MTUS1 1
2 BATF EVI5L 1
2 CHD4 CALD1 1
2 SREBF2 CLDN15 1
2 KDM5A FOSL1 1
2 ZKSCAN1 CDC25A 1
2 MXI1 KBTBD3 1
2 BACH1 MKRN1 1
2 SREBF1 PPM1L 1
2 BDP1 TANC2 1
2 MEF2C HS1BP3 1
2 KAT2A KCNH4 1
2 TEAD4 CXCR2P1 1
2 RNF2 FAM166B 1
2 FOXM1 FOXO3B 1
2 TAF1 TAF1L 1
2 NR3C1 ECT2 1
2 CUX1 NPHP4 1
2 TCF3 ANKS6 1
2 PHF8 PGBD2 1
2 KDM5B GFI1 1
2 CEBPZ CENPT 1
2 RELA POLR2B 1
2 EGR1 SGSM3 1
2 GTF2B SMARCD1 1
2 FOS DNTTIP2 1
2 CREBBP HMGN5 1
2 RNF2 KCNK6 1
2 CTCF TADA2A 1
2 IRF3 UBR3 1
2 FOSL2 RCC1 1
2 TAF7 WASF2 1
2 RFX5 TIMM8B 1
2 SUZ12 FCN1 1
2 TCF7L2 INPP5E 1
2 SIRT6 SCARB1 1
2 BRF1 ADAMTSL5 1
2 SRF KYNU 1
2 PPARGC1A MSLN 1
2 BRF1 MAP3K8 1
2 BRF1 MAP3K6 1
2 RELA RIN3 1
2 USF1 USP48 1
2 ATF1 ATP2B4 1
2 USF1 USP16 1
2 USF1 USP24 1
2 TAL1 CDH3 1
2 IRF4 RUNDC3A 1
2 NR3C1 CLDN5 1
2 ETS1 CD3G 1
2 GTF3C2 GPR21 1
2 TEAD4 RALGAPA1 1
2 REST ADD2 1
2 NCOR1 NDUFV3 1
2 TRIM28 KCMF1 1
2 RFX5 NOL7 1
2 RFX5 NPFF 1
2 HCFC1 PDHX 1
2 TAF7 DNAJB9 1
2 SP4 SOX4 1
2 PAX5 ADAM15 1
2 NFIC FHOD1 1
2 NCOR1 ZNF627 1
2 JUN GABARAPL1 1
2 ATF2 TBC1D17 1
2 ZZZ3 KATNA1 1
2 RCOR1 LIMD1 1
2 RNF2 FAM111B 1
2 HSF1 TCF20 1
2 PML GEMIN8 1
2 NCOR1 ZNF446 1
2 POLR2A GAS1 1
2 SRF SSX2IP 1
2 ELF1 STARD10 1
2 ZZZ3 DHRS7B 1
2 UBTF UBTD2 1
2 GTF3C2 TAOK2 1
2 POLR3A HKDC1 1
2 CBX3 PPBP 1
2 MAZ TRNAU1AP 1
2 CREBBP SYT17 1
2 UBTF UBXN4 1
2 E2F6 DERL3 1
2 PPARGC1A LMO2 1
2 RELA SMAD7 1
2 MAFF CAPS 1
2 SIX5 SOX12 1
2 CEBPD MMP8 1
2 RCOR1 CDK4 1
2 MEF2C PPP1R14A 1
2 ZC3H11A ALKBH7 1
2 TAL1 SPATA5L1 1
2 STAT1 C1RL 1
2 TFAP2A RLF 1
2 TRIM28 SPATS2 1
2 ARID3A NAE1 1
2 RXRA KCTD17 1
2 GATA1 TMEM220 1
2 MYB KIF7 1
2 MAZ LRRC19 1
2 TFAP2A FILIP1 1
2 YY1 UACA 1
2 FOSL2 SSNA1 1
2 EP300 DHRS4L2 1
2 KDM5B BCL2L12 1
2 SIX5 OSBPL3 1
2 TBP ZNF680 1
2 MAZ MSRA 1
2 ELK4 ZNF506 1
2 GATA3 KIAA1671 1
2 GATA1 MYL4 1
2 ZC3H11A LARP7 1
2 SP4 IPO11 1
2 NR2C2 NUDT2 1
2 NFYB ZC3H12B 1
2 THAP1 ABCB10 1
2 BDP1 BLOC1S2 1
2 TCF7L2 LAGE3 1
2 BACH1 BATF2 1
2 POLR3G CHN2 1
2 GATA1 PAQR9 1
2 SIX5 PDCD2 1
2 SREBF1 TAF5L 1
2 STAT3 OTOA 1
2 THAP1 AQP11 1
2 HMGN3 TAF11 1
2 TCF12 COBLL1 1
2 E2F6 CBWD6 1
2 STAT2 DNAJC7 1
2 SMC3 CSK 1
2 FOS FRY 1
2 MEF2C DPEP3 1
2 CTCF USE1 1
2 XRCC4 SAMM50 1
2 FOS LPL 1
2 SREBF1 SREBF2 1
2 ETS1 ZNF41 1
2 IRF4 YIPF4 1
2 PPARGC1A HSPA4L 1
2 MEF2C TCEAL3 1
2 MBD4 SNORD67 1
2 SP1 SPRED2 1
2 RCOR1 RASA2 1
2 ETS1 HIF1A 1
2 NR2C2 SEC11C 1
2 IRF4 PGAM2 1
2 CHD2 FAIM 1
2 CHD1 PRH1 1
2 SAP30 HDHD3 1
2 RCOR1 HLA-DQA1 1
2 GTF2B AP1S3 1
2 FOSL2 UNKL 1
2 SAP30 EIF4G1 1
2 PRDM1 GPRIN3 1
2 SP2 SP100 1
2 RFX5 NPC1L1 1
2 CHD4 STAM 1
2 SP2 SP140 1
2 CTCF KIAA1958 1
2 RCOR1 LRRC29 1
2 ATF2 ATP1B2 1
2 GTF2F1 CYB5R1 1
2 SIX5 ZNF704 1
2 ZBTB7A TCEA2 1
2 CHD2 OCIAD2 1
2 TBP TOX4 1
2 TBP SRPK1 1
2 PAX5 SNORD12 1
2 RELA RHOBTB3 1
2 MAFF ENC1 1
2 MEF2A YEATS2 1
2 POU2F2 ITGAL 1
2 FOXP2 PRR12 1
2 WRNIP1 FARP1 1
2 BHLHE40 FAM53C 1
2 HSF1 THOC6 1
2 TCF7L2 XRCC1 1
2 CHD4 DSE 1
2 NFATC1 ZNF765 1
2 CBX2 KCNN4 1
2 SP2 SPAG4 1
2 TBP POLR2F 1
2 ELK4 APRT 1
2 FOS ADARB1 1
2 ARID3A PRC1 1
2 ELK4 ASPN 1
2 HDAC1 ANKS3 1
2 SMARCA4 REC8 1
2 RELA SERPINB1 1
2 SREBF2 SPEG 1
2 JUN ALKBH4 1
2 CHD2 ATP6V0C 1
2 SREBF2 SREBF1 1
2 KAT2B ITIH4 1
2 ATF3 RBM15 1
2 RNF2 DNAL4 1
2 EGR1 CCDC78 1
2 CBX3 ZNF562 1
2 KDM1A SP100 1
2 KDM1A MYO1C 1
2 CEBPD PDHB 1
2 ZNF384 PQBP1 1
2 CUX1 OSBPL8 1
2 SP4 SP3 1
2 SP4 SP1 1
2 SP4 SP2 1
2 SP4 MSN 1
2 SP4 MVD 1
2 GATA3 SERPINA1 1
2 MYB TNFSF12 1
2 NRF1 LHFPL2 1
2 EGR1 TRIO 1
2 EGR1 TRMU 1
2 POU2F2 WIPI1 1
2 HDAC6 HS3ST3B1 1
2 MYB RCSD1 1
2 SMARCC2 KLF5 1
2 SP1 SP140L 1
2 SUZ12 FAM110B 1
2 XRCC4 PRR22 1
2 TAL1 GLRB 1
2 SPI1 KATNAL2 1
2 HDAC1 TMEM119 1
2 ETS1 GZMK 1
2 MEF2C XPNPEP3 1
2 USF2 USF1 1
2 USF2 UROD 1
2 BCL3 PRRC1 1
2 ATF3 AADAT 1
2 ZBTB7A BRD1 1
2 RFX5 RNF5 1
2 MYB CKS1B 1
2 ATF2 CST3 1
2 EP300 FOXP3 1
2 SIN3A UBE2L6 1
2 CCNT2 EED 1
2 FLI1 RNF19A 1
2 ELK4 AIM2 1
2 CHD4 THBS1 1
2 BHLHE40 GATA1 1
2 ETS1 FCGBP 1
2 SP2 SPPL2A 1
2 NR2C2 VPS33A 1
2 ATF2 SFMBT2 1
2 STAT1 SUSD5 1
2 SUZ12 ACTR2 1
2 STAT1 CCNK 1
2 BDP1 RASIP1 1
2 KAT2B SNORD45C 1
2 SMARCC1 CX3CR1 1
2 FOXM1 BTBD8 1
