gene	2292873_REL	2410163_REL	2297941_REL	974025_REL	2463247_REL	2260671_REL	2297625_REL	1825001_REL	2430935_REL	2264225_REL
AADACL2	-7.39693600760326	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-7.69013122978035	-4.71613725782647	-3.45857696163185	-7.46933214868287	-6.00887074291263
AADACL3	-7.39693600760326	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-7.69013122978035	-7.42035028295097	-7.5462078188045	-7.46933214868287	-7.49214258632128
AADACL4	-7.39693600760326	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-7.69013122978035	-7.42035028295097	-7.5462078188045	-7.46933214868287	-7.49214258632128
AADAC	-7.39693600760326	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-7.69013122978035	-7.42035028295097	-7.5462078188045	-7.46933214868287	-7.49214258632128
AADAT	-6.37221705982815	-0.020863652790015	-3.93771247699263	-1.56586911542264	1.24994875406636	-3.09095445833134	0.128082618517906	-3.20975475159159	0.446180075759304	-0.904500105991465
AAGAB	5.41819331991172	4.73011064311213	5.64412467870458	4.77251647841908	4.69961684602623	4.74838016209482	4.73908333535265	5.58238395097333	4.98060483401505	4.74458028715522
AAK1	6.28825313742753	6.85578643540962	6.09087757221942	6.43472679212702	5.6611549884269	7.19435950889068	6.80079681523412	7.61967069502552	7.26299879035667	6.82678426061834
AAMP	5.94152324303357	5.70774263551074	6.33291939890522	3.59451664923238	5.8032607037227	5.36314363289604	6.01287669614017	6.2112981841342	5.93687662979097	5.85547094365292
AANAT	-3.18066967123458	-2.61601837224077	-5.78464412889539	-6.45391375717135	-0.588480528339748	-0.702918393848615	-1.34986922939998	-0.946118300610785	-1.97372764433577	-1.49544371582006
AARS2	7.97587796285236	7.68363751828848	7.86826510372412	6.57093692007277	7.03853119656469	6.80796195563922	7.62666502347128	8.07833780039148	7.40824635750706	8.03547100885786
AARSD1	5.52379181351057	5.33384024222593	5.65799021946101	3.14605659428164	5.37709709646127	4.98333480412567	5.56409080656447	5.58495944548421	5.40054638922397	5.83166378964379
AARS	4.69851603501397	4.64690887353267	5.1620296229446	3.26075414394904	4.37678334781671	3.81838146363277	4.768362559742	4.27582433483233	4.33685813266444	4.29981391986447
AASDHPPT	4.9403651877806	4.09005036786265	4.80339236008686	4.97738043180474	4.19182982170615	4.44290567620294	4.82027081535811	3.88075952721861	4.58149104498196	3.96127010718299
AASDH	3.43669300355093	3.39323129097663	3.38606070514996	3.16717691645067	3.77729350640065	3.45252444729016	3.80153379460341	3.61043296954034	3.62103698142449	2.98287134117578
AASS	0.251749858923886	4.79009471143055	-5.06275905490668	5.23994018886787	4.18070092151984	2.71763037146734	4.93825322365654	2.83009595242403	3.70467819026282	-1.41649516809587
AATF	6.11828516983926	6.23727830321193	6.32488624899131	7.09793999585612	6.14791313696028	6.22953535619652	6.40681545864475	7.22038571998013	6.26970048739144	6.26156065929851
AATK	2.56192846241537	2.28144651337642	2.2127589174438	2.58021704853058	3.93925735287739	4.74535724474713	3.18145940050246	2.84047976818905	3.19449792974961	3.56384985850614
ABAT	3.53317388615638	4.81629473887137	3.49558131504699	3.66797260728688	3.3781056121166	5.63303546291603	4.57965328003479	4.03789958986282	4.41974217897494	3.39628929466803
ABCA10	7.35539248951952	6.67415608668671	7.63845393288593	5.27953909664868	6.28127151955607	8.91099512278927	6.85468601148443	5.32637622571638	5.92893994790781	7.03193209997508
ABCA11P	-1.99153855392848	2.52965019971946	-1.29741002497813	0.547871371472455	-0.145957014145164	0.571785674882912	1.14012318639232	-0.186720072767396	1.71887730601706	1.7642525651765
ABCA12	1.95807102663103	0.854528469880341	1.37073256104639	0.972587137391556	0.757199407761355	1.19117249075033	1.7739249573709	-0.027180447140262	1.14330383380068	1.78109895362617
ABCA13	0.345339579554873	-0.037450953515276	2.85810120095533	-3.1463258769489	-0.619271351517473	-3.2110842866935	-0.232287218315462	-2.24591010856423	-7.46933214868287	-6.00887074291263
ABCA17P	8.3023790255425	9.03360634273695	3.30756504418015	6.58113611845298	9.12380186199262	8.04099014737432	5.513365858751	5.04142004918678	7.90108608136051	9.27079464076486
ABCA1	-5.77910814036347	-5.16319448872553	-5.78464412889539	-7.91108081863627	-4.03080547271345	-7.69013122978035	-7.42035028295097	-5.47568247651507	-7.46933214868287	-5.29313260989576
ABCA2	7.17478755450503	6.95999765694914	9.03266261693984	5.74223099537831	6.55949240788151	7.09811563287218	7.84179499113375	8.00195568304474	7.95382593557512	8.53114834355088
ABCA3	3.01069997350774	5.2991679821316	3.50459311889905	4.09885701022977	3.89636297473411	3.46605346674456	4.80912619391383	4.92752422464834	4.98684793453766	5.08575203872995
ABCA4	-2.30498168420639	-1.74503396622187	-3.93771247699263	-2.37540553942587	-2.31033982886153	-2.69087496989868	-5.51018891811687	-2.36811644143281	-4.17310486344283	-4.17323237081307
ABCA5	3.45538242871014	4.69915666916445	3.58609502993096	4.77786606497683	4.08366531355987	4.80367553169515	4.50436667160532	3.30275000713124	4.68215369341307	3.92478111132871
ABCA6	0.420048697515112	1.29964372939536	3.23722206113309	0.684351157784595	-1.8065539832865	1.2774093597316	-0.962672146898372	-1.59649725795662	0.37872271999638	0.313161267615311
ABCA7	8.39993666199383	7.29592030751717	6.84351075839904	7.25037401135494	7.83145827678698	8.68587189100293	7.10985802027131	7.48977499620736	7.67732135821053	7.82795279170914
ABCA8	-7.39693600760326	0.761704822487512	-7.2964816817843	-6.45391375717135	-7.64204964357904	2.0851236232491	-2.32856006806347	-7.5462078188045	-4.54000040332132	-7.49214258632128
ABCA9	-0.06282129432044	0.302789047668401	2.68921296325179	1.1991075940843	-3.73268357244102	1.27181786699798	-1.03224099814703	-4.6585281543243	0.037513929233996	-0.211923202635183
ABCB10	6.26495013143992	4.61873516286873	6.88522294991823	1.46094687259178	4.28415214271673	4.805127901381	7.55490470391442	5.22830475964061	6.20154910634836	5.25847313787843
ABCB11	6.36170423634485	7.36312159761155	5.74738127246249	4.91908963723785	6.51344171836424	6.47648001546646	5.94586293747416	5.3090337917379	5.59401742046974	6.45407544502744
ABCB1	-2.70598753774432	-4.01835012742126	-7.2964816817843	-0.158068200162352	-1.60821929599389	-1.71360685488928	-4.43917742641718	0.22611947166379	-1.39946359126299	-7.49214258632128
ABCB4	2.43502898098449	2.94505584731203	0.541227156330701	0.820923380330016	1.27528110405875	1.08038590929649	1.73955094601142	2.2369687037671	2.30301519266421	-0.115231432309959
ABCB5	-5.36001461707035	-2.04698322772275	-7.2964816817843	-7.91108081863627	-5.71409554936782	-2.24379813853293	-3.07626181637305	-3.75944587586501	-2.94210023331818	-7.49214258632128
ABCB6	4.50069535287639	4.98747077999272	1.45372762698527	2.62839320316694	3.50130329552862	4.66658445547322	3.65338787353986	2.55121260464552	3.48811693458313	1.79775089473173
ABCB7	6.41238613317896	5.82822405011248	6.69330757101167	5.57977741328769	5.98537489320728	5.59827347809962	6.15087524998686	5.57514800974735	5.83674309769133	5.66639187307384
ABCB8	2.97510261594194	3.56100983896853	2.77115683470555	1.92220225137596	2.91844731385785	3.45991963557729	3.63480486674767	4.26430127767688	3.65849472087238	3.67505631627847
ABCB9	1.60035514288065	1.89234044299539	2.12197917899533	-0.906184698323471	0.343585590749368	-0.617421112274193	1.4475104221837	0.660496109057513	1.34763573807211	1.33866616219718
ABCC10	8.51380164986685	7.34213617729633	8.84758837609025	6.83756987693086	7.01067804396727	6.82130140350324	7.99399187910167	8.03961986102983	8.46263404961383	7.42208113792553
ABCC11	5.32007661106864	5.25515410997285	5.11866659316277	3.97124692736981	5.09001041600824	4.9824792441162	5.32161880161408	5.7395173919173	5.76887239752065	5.10636798739216
ABCC12	-6.37221705982815	-3.56926491334405	-4.58384387836061	-6.45391375717135	-7.64204964357904	-3.82666008996523	-3.53355075273344	-7.5462078188045	-2.37814544772879	-4.45946287399683
ABCC13	-4.54746150683201	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-7.69013122978035	-7.42035028295097	-7.5462078188045	-7.46933214868287	-7.49214258632128
ABCC1	-2.06374867527354	0.863490626902199	-5.78464412889539	-6.45391375717135	-4.91733301137021	1.80445748833604	-7.42035028295097	-5.47568247651507	0.584338496390901	-7.49214258632128
ABCC2	2.84063302572944	3.26043534615046	1.93019275164289	3.84877989331102	3.0392010116461	4.06945736307831	3.45157744509987	2.61308502139177	4.07869482078872	4.65773990013988
ABCC3	1.33144802001945	4.17888944685847	-3.93771247699263	-1.99571885140244	2.34330829932471	4.1668150076644	2.08170424963782	2.75889222593412	3.68247077066302	-0.115231432309959
ABCC4	6.30436654968268	5.18136581370915	1.81417292240859	3.22650977051607	4.7591853820458	4.84991029795918	4.98668629549739	5.15739845690185	5.34640031460075	4.58405605033922
ABCC5	5.48575962755072	5.60260820618982	3.52982504347162	4.48590558763839	5.80217183791273	6.54992966313207	5.11959529338078	5.49962796690487	5.43872454904403	4.91739179300169
ABCC6P1	3.91533507299421	4.94271595220303	2.56835499516081	4.25113042096086	5.12061508564736	5.30684294722464	5.2033242822562	1.61837454425146	3.71974988356953	5.04186841104167
ABCC6P2	-3.26328964271104	-0.105775703849023	-4.22490412274451	1.77710682320592	-1.8065539832865	-0.994793390646877	-1.8385563776684	-5.47568247651507	-5.78862151706709	-4.45946287399683
ABCC6	-7.39693600760326	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-7.69013122978035	-4.20691992867292	-7.5462078188045	-5.03324589104033	-6.00887074291263
ABCC8	-5.03565837004681	-2.11577188394982	-7.2964816817843	-7.91108081863627	-3.73268357244102	-1.02200643630786	-5.51018891811687	-7.5462078188045	-1.90486181740946	-6.00887074291263
ABCC9	-4.54746150683201	-2.11577188394982	-7.2964816817843	-3.45504737013293	-7.64204964357904	-0.817448305784	-7.42035028295097	-7.5462078188045	-3.43010532928914	-7.49214258632128
ABCD1	4.83353798629174	4.76997870074231	4.76453228012176	4.20080992039718	4.44720255947128	4.82530903334782	5.01354664838459	4.70219475044005	4.87563327135911	4.43102307382872
ABCD2	-0.647938317141698	2.06931411194279	-7.2964816817843	-4.62887323531292	0.947810552151434	2.24776252438564	3.56781201523379	4.00750394110539	3.97858613655353	0.358763387962522
ABCD3	7.01395844728306	6.16662474703603	7.20140248851426	6.31682413906995	6.45321084149892	5.97378447221876	6.11243965291022	5.78994715025901	5.64909223760983	6.40074183000252
ABCD4	5.630611229323	5.29792889994124	5.84787535711764	3.80153645905852	5.02180120262439	4.94739564110616	5.69923247304749	5.55951912167344	5.53520820687438	5.24221642430344
ABCE1	5.91064659709475	5.5438884232339	6.46016140369661	5.78137590441048	5.29432968373639	4.82816914442126	6.00746977688545	5.37063391361865	5.50823716499142	5.23497445557404
ABCF1	7.07841357485112	7.17952452256268	6.95180422553505	7.68959374517663	6.77775604015418	6.70033626479527	6.97175495665708	7.51268121501569	7.00843824306128	6.85738882928142
ABCF2	4.70192266333084	5.48267688316314	4.7676549437596	4.53366955702636	5.18607772455968	5.07808662675865	5.75622247106476	6.05251175526874	5.28416381070202	5.40083666864495
ABCF3	6.06531230230731	5.89393983995762	5.33282242995596	4.86805063239421	5.81626339219395	5.78428828750081	6.11075970251697	5.90778145331013	6.07593954763692	5.99828452654998
ABCG1	3.89761833659277	2.94505584731203	4.95298706390971	0.729224094989511	3.88817633798469	5.86170265566461	5.66987040310061	3.47924862187017	5.10791428222656	5.14714275140897
ABCG2	1.44313956675462	3.48174247066865	0.272435808141366	1.07546996762081	1.57637368594803	2.76217925857472	3.1464667667019	1.4295317491377	2.53139778113608	-2.68802134821347
ABCG4	-6.37221705982815	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-6.13604871269434	-6.16983996732126	-7.5462078188045	-7.46933214868287	-6.00887074291263
ABCG5	-3.54400642432691	-2.83051257308365	-5.78464412889539	-3.05653709963654	-2.92800374114869	-2.87709047232162	-4.00692006127983	-7.5462078188045	-7.46933214868287	-4.81689975806534
ABCG8	-3.44424070588116	-2.429325465896	-4.22490412274451	-3.05653709963654	-4.03080547271345	-3.82666008996523	-2.4502501470714	-7.5462078188045	-2.47466122537019	-3.55041972747509
ABHD10	0.516064752874705	0.566972046278435	-0.287835785885553	0.155493201766527	1.3001763069759	1.18523586649668	1.35970814426624	-0.273633948125961	0.905180236703294	1.34434480031408
ABHD11	4.22760893585959	3.90711882848662	3.94723676814954	3.4478521536386	3.78319195781311	3.49633743283406	4.34944464592711	3.24138347037039	3.80058660793682	3.89316820020371
ABHD12B	2.69095865436093	2.7985484201273	2.85810120095533	0.967245257449875	2.93972809481259	2.67801725279627	2.51668733504182	2.18359123076282	2.30301519266421	3.16396670143548
ABHD12	5.79833061090595	5.49354202875749	6.08087017910821	3.73079338166162	5.00233774837583	4.82578611245765	5.47470422288153	5.89122859542893	5.1948117508012	5.65872105349966
ABHD13	1.53156639617114	2.06931411194279	0.170425823751822	2.91864638309746	2.22261701876991	2.01656893565738	4.53525498625518	-7.5462078188045	1.11041172591886	3.45651868408533
ABHD14A	3.58353703610107	3.34924695902187	3.21360177293801	3.75889000943791	2.95025191625006	3.59926421753974	3.3123448081531	3.35438461243527	3.53069352465441	2.85544557671427
ABHD14B	0.58262527267064	1.76421056019101	1.02317966407152	0.164856955308638	1.77887291038429	0.960378915452834	1.44324493036827	1.61837454425146	0.988998420802073	1.11110271806167
ABHD15	3.33065621322615	3.17302305865495	3.3713565385811	0.332111327483687	3.26041115674625	2.17473847930033	3.62730412027915	3.08423770986847	2.79988192580375	2.35688090600142
ABHD1	2.96152385363742	2.51834545622293	3.45896040127206	0.83272111778917	1.4633607664369	1.52311781661461	2.90419992357198	3.45016160516025	3.11796081843133	3.0364723103643
ABHD2	6.81423811875215	6.19352693715975	6.57102056491701	6.07177903747417	6.5118884902544	7.04972181093326	6.4979321228007	6.35945171118435	6.45796164429803	6.87036161874052
ABHD3	3.66817404659824	4.19228937972881	4.52131038350494	3.96254819882993	3.02930859953898	4.95744468873115	4.16424733936306	3.94311613933206	3.93463527300304	4.34936739293957
ABHD4	3.29320389813945	2.970165867874	2.84396948881094	3.02015740694756	3.02682486142171	4.27837531110645	4.22016474686273	3.34469087637279	3.63266636728792	2.95158945563727
ABHD5	6.33244133349584	5.52777062469237	4.02758337287479	6.16294686637149	6.53806860282795	6.83594030569969	4.98705262678575	4.12825120051872	5.33710100991155	6.60997061400637
ABHD6	1.3798922569567	1.21113916709997	-0.149465019193112	-0.067568178845694	1.01952144526987	1.27181786699798	0.742070885822618	2.12250094830185	2.25491514844749	1.11110271806167
ABHD8	2.43666567965147	2.91735089360557	2.86744602073841	0.91270954518055	2.32320669278183	1.72484392475617	2.79963727671309	2.49973018996686	1.80875987883192	3.23293655500171
ABI1	6.68739722056027	6.59211967873857	7.25311695571542	7.70034922043232	6.48748423645022	6.69015389015936	6.80703473067392	7.00554678665747	6.87251628846832	6.75412117856491
ABI2	1.69911827910115	3.02511473641504	4.97746740119441	2.60622560289391	1.67484167368163	1.63187540776131	2.83913294788841	3.30275000713124	3.40239881911005	2.02335822978252
ABI3BP	2.59894292218932	2.35637016784522	0.341122358834172	0.814988134446362	1.97199282755116	3.81646236883606	2.30263561328167	5.35321429191314	4.89748853520206	0.688398829038675
ABI3	-0.198506861514558	0.983444001782398	-0.040585530417582	-0.398921689464068	-1.27836325711498	0.468028922779219	1.2758407747114	0.736595258420363	0.037513929233996	-0.775733264506188
ABL1	6.47375649744583	5.71642523286629	6.72481814830482	5.35740587852239	5.57197342573025	5.17375884549932	6.27036197691811	5.73859238353279	5.84082209689935	6.07585383236706
ABL2	4.46545247618755	4.71719077206125	5.39795081715081	4.51731421569894	4.01514819582546	4.16907272752401	5.11658495656957	4.85511684661527	4.86025883199177	4.35570719560302
ABLIM1	5.70328874391076	4.73561250690452	6.97738377464147	1.93867240278517	4.26531167579541	4.5633732379508	5.73238549010443	5.52130419314574	6.37536072951786	4.80451378322589
ABLIM2	-2.95789406577422	-0.758083955593131	-2.87903193328933	-6.45391375717135	-3.73268357244102	-1.2932152266938	-0.603754286430902	-0.464946692204347	0.846467663562622	-3.11682314363127
ABLIM3	-0.348291114565025	0.193313845287541	-3.93771247699263	-1.69542463978388	-2.92800374114869	3.35276954499233	-1.9689107949207	1.49234068970132	2.26615834755048	-1.86316027040485
ABO	5.26333316700327	4.09481495975713	5.00947478575572	-0.013759283736644	0.657968927275473	-0.994793390646877	4.94769442266148	3.3052511587168	3.09502577528179	-1.07591806165333
ABP1	-4.18335481358795	6.15435314174505	-5.06275905490668	-6.45391375717135	-0.892571999200925	1.66637927760924	-0.603754286430902	-2.81268167266118	-3.0871681878416	2.19345752017744
ABRA	6.69271482185948	6.90666667488872	7.095415510829	7.15485082259162	6.41786643537698	7.27133340738949	6.4934266036074	7.80549660973219	7.10447849394871	7.28190311040738
ABR	-3.02839833821681	0.771260595110248	-2.54564880224906	-1.76484368217817	-0.528802878337315	-1.32675499040405	-0.04087936388933	-1.84005482049853	-0.410241967393743	-0.069211900787871
ABT1	3.73819953604404	3.35402422142625	3.92279389441734	1.81030332445005	3.54361635042982	3.10959696314828	3.46951606615151	4.06176328218762	3.5492204833608	3.14619644848952
ABTB1	5.86821997284949	5.43950324718375	5.40398377383228	5.86202359461591	6.82658958662721	8.30176697971652	7.09922244088388	5.73812965683863	7.14817862823307	7.01656538480032
ABTB2	4.93661077449971	1.50258892015408	4.97422725739382	2.32645131796881	2.79543726947345	4.49242642173785	1.26621394841571	3.58389755131942	2.3912370291675	3.95107143638661
ACAA1	5.30917312410027	5.68295979468272	5.36162686034698	5.03946485489535	6.47204777762661	6.77671855570584	6.05908101424463	5.75423743093948	6.1983734898086	5.93500895073823
ACAA2	4.22050080419233	5.04719481855637	5.14915701581572	3.90992100654355	5.28396677761613	4.52921496209484	5.40348819581568	5.5293495427776	4.57999015531949	4.71967347376934
ACACA	7.4896624951704	6.95843000371354	8.16435466881066	5.85932261668359	6.84291876226586	6.32812705759904	6.79724998722457	6.43277050690827	6.9687024018042	7.42031797087693
ACACB	6.22122509230784	5.97447990021866	4.32416957301025	4.97338917859254	5.09357503870499	5.4230162057606	5.97163695663182	4.64903522311519	5.90905452804264	5.57817719301155
ACAD10	5.30805587591777	5.0998118841178	5.26682296996582	4.38735594988735	5.0888202485304	5.0121260136308	5.52804159872588	4.51284180239292	5.13678509359749	4.82191709593092
ACAD11	4.48496228331148	3.90169098089867	4.76265543251003	5.02314703655685	4.4856924353337	3.89039014696839	4.85239324723	3.55476434219741	4.81759198961447	3.98327462024162
ACAD8	5.2773300744238	4.74352278347648	4.82453741192768	3.38413898967585	4.99980709947232	4.80561169987809	5.09737222076382	5.4001824760545	5.3752424741793	4.90783608408379
ACAD9	6.59294655556164	6.70782399249215	6.90038144467478	5.92984434309373	6.66188419048576	6.26708163382457	6.69769734118187	6.31391306490165	6.21659892647607	7.07333888277259
ACADL	-4.18335481358795	-5.90918324119693	-7.2964816817843	-2.48829335659492	-7.64204964357904	-4.27297460054073	-7.42035028295097	-7.5462078188045	-7.46933214868287	-7.49214258632128
ACADM	6.74871553671998	6.55404837998167	7.03540577386444	7.43723002235585	6.68510640770352	5.88134241384997	6.46346362161398	6.12438351288582	5.96330911511082	6.96035772276089
ACADSB	5.24266471706864	5.27670002907259	5.49308558181142	1.36671523729195	5.06964281413379	4.18997612982657	4.55663803024816	4.46666502179031	4.55804994226174	5.08108319675188
ACADS	3.75731738256748	3.46711762249289	3.93839629131345	3.55143671519357	3.5488192789177	3.39581815492978	4.45807955669652	4.18774864732513	4.12059232527151	3.79187125885193
ACADVL	9.08206369834516	9.18633669783035	9.10079187640123	8.83574544179031	9.20101406515299	8.85603222841298	9.16759479853819	8.81615083354441	8.39184876956231	9.24246940874066
ACAN	-0.188380270100602	0.207461240516576	0.674967560446637	-7.91108081863627	-2.12217967238479	-0.617421112274193	-0.83285564187104	0.267751095323566	0.764271809003433	-2.08942463205898
ACAP1	7.76607040600015	7.24206711825662	8.19320772507261	6.88224792745293	7.54281828576111	7.36096051069363	7.77886956500255	8.12668883273279	7.84509579293355	7.73900702828213
ACAP2	7.05642655021504	6.87030919470445	7.50514508776936	8.30099631044755	6.85993754910904	7.20393361971919	6.94532340561751	6.84463676271854	7.06304381917064	7.15507332131128
ACAP3	5.15912850358075	5.13261804438752	5.41677037723839	3.42270351867271	4.60454944160015	4.33242241917428	4.81119651841436	6.00599128608349	4.77493720834938	5.41439734438503
ACAT1	5.23938637771019	5.82879615348749	4.97314559032281	5.63282623149945	5.98377504722314	4.90332369013017	4.8715670161922	4.95565859955101	5.25812212461236	5.12008802059079
ACAT2	4.5724259017551	3.64136802225695	5.07648010284498	2.67664988356553	4.38940580182636	3.89221343957943	3.87621214835561	4.27964499164882	4.39520240771518	5.10762066877612
ACBD3	4.96750866310118	5.56978733031698	5.04851056010493	5.22042733580107	4.58695391512151	4.83434666841762	4.97528364043339	5.85839380961521	4.84846369049181	4.81733072871962
ACBD4	4.26032486509344	3.50053579338793	4.10665271895458	2.84919584329472	3.73683543252444	3.03233578726256	4.22016474686273	4.39097657845445	3.80573241836384	3.29729601126055
ACBD5	6.09308004794737	5.7210552181971	6.1430284998941	6.55477839137141	5.47645867262689	5.96233104937804	6.146782367645	6.4827918963156	6.23244904217181	6.26512006941853
ACBD6	5.21813157130733	5.31803517609244	6.07028716631709	4.80207182863252	4.82998946293	4.66391873724375	5.44301118209167	5.02026259803915	5.17903610158275	5.35796979202159
ACBD7	-1.08175406167435	-0.902540900991701	0.341122358834172	-0.811327273791341	-1.67134908679454	-3.34213312373518	-0.331116383082698	-1.38817963347029	-1.83913401990934	-1.57896394469779
ACCN1	-6.37221705982815	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-4.56152818877501	-6.16983996732126	-7.5462078188045	-7.46933214868287	-7.49214258632128
ACCN2	-6.37221705982815	-2.04698322772275	-3.49303637801277	1.59859798556028	-4.91733301137021	-1.2604375125817	-0.792055624709045	-1.75421845349442	-3.88085241737969	-2.51353727658473
ACCN3	1.50684976155062	0.907484854181175	0.314038879762349	2.4426387858489	0.804367272248472	1.18523586649668	1.26137633837743	1.57757450158768	1.34056207140293	3.26322866924528
ACCN4	-2.54228198106979	0.27618915842209	-2.54564880224906	-1.99571885140244	-0.969829788297787	-2.98006320972808	-1.47344985651585	-3.20975475159159	-2.47466122537019	-1.71407541814133
ACCN5	-7.39693600760326	-7.54012797333598	-7.2964816817843	-7.91108081863627	-5.71409554936782	-7.69013122978035	-3.17772309608106	-7.5462078188045	-7.46933214868287	-6.00887074291263
ACCSL	3.90236411343612	4.76281143014794	4.92752584195467	2.16551359631089	4.52758091090756	5.47321256580801	5.77776765204099	3.29270181232405	4.75578862075296	5.78022129838694
ACCS	-4.54746150683201	-7.54012797333598	-7.2964816817843	-6.45391375717135	-7.64204964357904	-1.80518960616368	-6.16983996732126	-1.32492797000223	-2.37814544772879	-7.49214258632128
ACD	3.86820477788971	4.05722701050855	4.60119909637041	4.77824742032211	4.29141305475052	3.96764749737651	4.26737545976309	4.71823731225548	4.42058097794083	4.69599563666698
ACE2	2.22187766990532	1.15384683852708	3.90588764722292	0.107740516684069	2.48031940303059	0.668578419116653	2.05958189429595	2.41426211906238	2.89227339634813	1.54013413172374
ACER1	-4.77100746356662	-7.54012797333598	-7.2964816817843	-0.559268141505218	-2.03656762361483	-3.34213312373518	-4.43917742641718	-7.5462078188045	-5.03324589104033	-3.3909643261258
ACER2	-4.77100746356662	-3.56926491334405	-7.2964816817843	-7.91108081863627	-4.40701866416019	-4.56152818877501	-3.28686335165488	-7.5462078188045	-2.37814544772879	-3.72971457613359
ACER3	1.25558791875442	0.958566021050402	0.505760900732981	-1.23512613070216	0.989223596812593	1.5648685454472	0.371990437878255	1.21219349993772	1.2752881214039	0.808295197457434
ACE	3.41775828467736	3.91360540404543	3.9625784367375	4.3333613898105	3.37420304022838	3.80779471046359	3.10925872676269	3.37833776424025	3.88809089036023	3.95942115789317
ACHE	0.310058340486096	3.94349633898826	-7.2964816817843	-1.11694743951527	1.24140481664471	2.03978434343681	1.20202324718572	-1.09646997031877	0.263767195378721	-3.11682314363127
ACIN1	8.28774597979694	8.09813178723762	8.26893014885168	8.37134365815277	7.98192746189175	7.99713445705372	8.05287513347372	8.49524054687265	8.07345103063671	8.22038546293995
ACLY	7.79363253153688	7.46581684016734	8.09127517478635	6.49362254785596	7.46227448303212	7.15645820028723	7.57928431559853	8.2103862845877	7.61273017122475	7.72812103752466
ACMSD	-2.95789406577422	-1.85834761599272	-2.87903193328933	-1.99571885140244	-2.31033982886153	-0.725108539711672	-1.92413780674562	-3.45857696163185	-1.90486181740946	-1.66761804150147
ACN9	1.88322646353574	1.72048577198832	1.29657288497232	1.77098816208019	2.70200807547875	2.25060798559331	1.94960354057322	1.36386341012056	0.924231860428048	1.83452955691157
ACO1	4.87033586513421	4.77533088303342	4.98875093883129	3.95582099596825	4.54504339755863	4.0285970381772	4.82806203740151	3.85708920178483	4.69884487009879	4.51964087929259
ACO2	6.90570893775376	6.63576572724941	6.8694675454924	5.7118098202482	6.55949240788151	6.19542282840178	6.55698659167449	6.73202805672719	6.5014241259578	6.75731723832869
ACOT11	3.23983167963178	3.00905064221369	3.40543599893871	-1.95458181289248	2.31100990038648	1.70838009387965	3.03750410261669	-1.84005482049853	2.20125628332003	1.9282549420567
