gene	2292873_REL	2410163_REL	2297941_REL	974025_REL	2463247_REL	2260671_REL	2297625_REL	1825001_REL	2430935_REL	2264225_REL	2620771_BL	2430935_BL	2295595_BL	2264225_BL	1794247_BL	2296723_BL	2502699_BL
ABCA11P	-1.99153855392848	2.52965019971946	-1.29741002497813	0.547871371472455	-0.145957014145164	0.571785674882912	1.14012318639232	-0.186720072767396	1.71887730601706	1.7642525651765	-2.83310569931579	-0.115776584316095	1.05691589616176	1.26808130523083	-1.59274325944132	-0.179671060896351	-1.9882108068638
ABCA12	1.95807102663103	0.854528469880341	1.37073256104639	0.972587137391556	0.757199407761355	1.19117249075033	1.7739249573709	-0.027180447140262	1.14330383380068	1.78109895362617	0.06867717541023	-0.34684263873437	1.37808629995579	2.32046794924719	0.700332029959416	0.852772968759561	0.540015081796816
ABCA13	0.345339579554873	-0.037450953515276	2.85810120095533	-3.1463258769489	-0.619271351517473	-3.2110842866935	-0.232287218315462	-2.24591010856423	-7.46933214868287	-6.00887074291263	0.187103356317805	-7.94476479104274	-0.689004313205394	-5.95461508125675	-0.103828506374563	-1.96504017851453	-5.15014938415998
ABCA17P	8.3023790255425	9.03360634273695	3.30756504418015	6.58113611845298	9.12380186199262	8.04099014737432	5.513365858751	5.04142004918678	7.90108608136051	9.27079464076486	-0.632605891606953	5.8752202213024	4.92785146545824	5.70729576282419	9.62780129809904	9.48256683665497	4.4387309429205
ABCA1	-5.77910814036347	-5.16319448872553	-5.78464412889539	-7.91108081863627	-4.03080547271345	-7.69013122978035	-7.42035028295097	-5.47568247651507	-7.46933214868287	-5.29313260989576	-7.44261015154673	-7.94476479104274	-7.51640380130784	-7.4048477747528	-7.70204511140621	-5.89376010645222	-3.17596382868279
ABCA2	7.17478755450503	6.95999765694914	9.03266261693984	5.74223099537831	6.55949240788151	7.09811563287218	7.84179499113375	8.00195568304474	7.95382593557512	8.53114834355088	8.01121815172594	7.67169439541993	7.73003181676445	9.10812456768264	6.84842809052762	8.79995775419045	7.84400263157141
ABCA3	3.01069997350774	5.2991679821316	3.50459311889905	4.09885701022977	3.89636297473411	3.46605346674456	4.80912619391383	4.92752422464834	4.98684793453766	5.08575203872995	4.88764470160138	4.76797404873406	4.58165341964657	5.82852517248818	3.13742197667246	5.46220296425523	4.92574937886213
ABCA4	-2.30498168420639	-1.74503396622187	-3.93771247699263	-2.37540553942587	-2.31033982886153	-2.69087496989868	-5.51018891811687	-2.36811644143281	-4.17310486344283	-4.17323237081307	-5.88141597721117	-3.91829846689335	-3.30005843919326	-3.89450264430822	-7.70204511140621	-3.0663455094702	-1.85925451756506
ABCA5	3.45538242871014	4.69915666916445	3.58609502993096	4.77786606497683	4.08366531355987	4.80367553169515	4.50436667160532	3.30275000713124	4.68215369341307	3.92478111132871	1.15467538555648	3.10995885914782	3.06405004595267	3.62831236611132	3.84475363383177	4.1422179892331	2.72836198612428
ABCA6	0.420048697515112	1.29964372939536	3.23722206113309	0.684351157784595	-1.8065539832865	1.2774093597316	-0.962672146898372	-1.59649725795662	0.37872271999638	0.313161267615311	-3.08436858813289	-0.237207386740899	1.93692001966396	-0.209777977850309	-7.70204511140621	0.059973059637728	-2.28689180497174
ABCA7	8.39993666199383	7.29592030751717	6.84351075839904	7.25037401135494	7.83145827678698	8.68587189100293	7.10985802027131	7.48977499620736	7.67732135821053	7.82795279170914	6.63460049503818	7.63530666330635	7.63240925678337	8.12957529082632	7.73367592690574	7.20525948465703	6.89463004600938
ABCA8	-7.39693600760326	0.761704822487512	-7.2964816817843	-6.45391375717135	-7.64204964357904	2.0851236232491	-2.32856006806347	-7.5462078188045	-4.54000040332132	-7.49214258632128	-7.44261015154673	-7.94476479104274	2.93589066404703	-7.4048477747528	-7.70204511140621	0.059973059637728	-2.20622754595655
ABCA9	-0.06282129432044	0.302789047668401	2.68921296325179	1.1991075940843	-3.73268357244102	1.27181786699798	-1.03224099814703	-4.6585281543243	0.037513929233996	-0.211923202635183	-1.00227045153299	-2.8299103328286	1.27876715018284	0.040184630582742	-1.59274325944132	-0.769521602437431	-1.26180131702545
ABCB10	6.26495013143992	4.61873516286873	6.88522294991823	1.46094687259178	4.28415214271673	4.805127901381	7.55490470391442	5.22830475964061	6.20154910634836	5.25847313787843	7.80616089298225	6.17107578825438	7.23013397774715	7.55156305985513	5.07174540091743	6.67513964294239	6.32497330371537
ABCB11	6.36170423634485	7.36312159761155	5.74738127246249	4.91908963723785	6.51344171836424	6.47648001546646	5.94586293747416	5.3090337917379	5.59401742046974	6.45407544502744	5.54482779538849	5.17190260624493	7.3663901832825	5.61008870676979	5.466736645689	6.2397676714953	8.06164773996767
ABCB1	-2.70598753774432	-4.01835012742126	-7.2964816817843	-0.158068200162352	-1.60821929599389	-1.71360685488928	-4.43917742641718	0.22611947166379	-1.39946359126299	-7.49214258632128	-7.44261015154673	-0.567994453512354	-5.34080964335467	-3.35237180919444	-7.70204511140621	-5.89376010645222	-5.93214365699728
ABCB4	2.43502898098449	2.94505584731203	0.541227156330701	0.820923380330016	1.27528110405875	1.08038590929649	1.73955094601142	2.2369687037671	2.30301519266421	-0.115231432309959	-0.819840777869607	-0.797811134478924	2.92498270722708	1.70352441827625	0.435732023563348	0.420874300460434	2.63292309872034
ABCB5	-5.36001461707035	-2.04698322772275	-7.2964816817843	-7.91108081863627	-5.71409554936782	-2.24379813853293	-3.07626181637305	-3.75944587586501	-2.94210023331818	-7.49214258632128	-7.44261015154673	-7.94476479104274	-0.2330414450802	-4.13243543265464	-5.76286257041208	-2.70303780901274	-0.840558788829121
ABCB6	4.50069535287639	4.98747077999272	1.45372762698527	2.62839320316694	3.50130329552862	4.66658445547322	3.65338787353986	2.55121260464552	3.48811693458313	1.79775089473173	2.05885607121522	2.60306603086363	5.95389380080784	2.81759348895367	3.93226852180278	3.7668154168685	5.86975462101232
ABCB7	6.41238613317896	5.82822405011248	6.69330757101167	5.57977741328769	5.98537489320728	5.59827347809962	6.15087524998686	5.57514800974735	5.83674309769133	5.66639187307384	6.58000559866509	5.18131315624221	6.55659124231974	5.87701444786708	5.22716945616482	6.02984771230062	6.24631550791562
ABCB8	2.97510261594194	3.56100983896853	2.77115683470555	1.92220225137596	2.91844731385785	3.45991963557729	3.63480486674767	4.26430127767688	3.65849472087238	3.67505631627847	3.65538942553787	3.00006027868678	3.41011306451457	3.18662209497129	2.13820911548422	3.31857703706075	3.45772473652389
ABCB9	1.60035514288065	1.89234044299539	2.12197917899533	-0.906184698323471	0.343585590749368	-0.617421112274193	1.4475104221837	0.660496109057513	1.34763573807211	1.33866616219718	1.79544304272468	-1.40906360961101	2.58956450055436	1.54576219706086	-0.356965232131336	1.44839000982824	2.07024766705217
ABCC10	8.51380164986685	7.34213617729633	8.84758837609025	6.83756987693086	7.01067804396727	6.82130140350324	7.99399187910167	8.03961986102983	8.46263404961383	7.42208113792553	9.17746929798486	7.38794204988641	7.23087228000002	8.79653998824577	7.49368005140204	7.29833772265216	7.24537580025676
ABCC11	5.32007661106864	5.25515410997285	5.11866659316277	3.97124692736981	5.09001041600824	4.9824792441162	5.32161880161408	5.7395173919173	5.76887239752065	5.10636798739216	5.41584300863039	5.1936026696006	4.81026948513217	5.45766873743188	4.14482148490186	4.46387122163947	4.24881462207432
ABCC12	-6.37221705982815	-3.56926491334405	-4.58384387836061	-6.45391375717135	-7.64204964357904	-3.82666008996523	-3.53355075273344	-7.5462078188045	-2.37814544772879	-4.45946287399683	-7.44261015154673	-5.11319315831409	-5.34080964335467	-2.05265466796392	-7.70204511140621	-3.21108494993475	-7.7661025943389
ABCC13	-4.54746150683201	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-7.69013122978035	-7.42035028295097	-7.5462078188045	-7.46933214868287	-7.49214258632128	-7.44261015154673	-7.94476479104274	-5.34080964335467	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ABCC1	-2.06374867527354	0.863490626902199	-5.78464412889539	-6.45391375717135	-4.91733301137021	1.80445748833604	-7.42035028295097	-5.47568247651507	0.584338496390901	-7.49214258632128	-5.88141597721117	2.60601134809092	0.033873888283291	-0.739707592690048	-1.09640233107057	0.605088769574672	2.67345926852951
ABCC2	2.84063302572944	3.26043534615046	1.93019275164289	3.84877989331102	3.0392010116461	4.06945736307831	3.45157744509987	2.61308502139177	4.07869482078872	4.65773990013988	3.3552894952421	4.01750106521907	2.04161812758729	5.18754048699813	2.21213100236994	3.22497052903673	2.33571572112624
ABCC3	1.33144802001945	4.17888944685847	-3.93771247699263	-1.99571885140244	2.34330829932471	4.1668150076644	2.08170424963782	2.75889222593412	3.68247077066302	-0.115231432309959	-0.18355950074174	6.29533563269841	0.391717434881026	2.24469102039566	3.99026891567338	2.8495200747946	0.619622932383635
ABCC4	6.30436654968268	5.18136581370915	1.81417292240859	3.22650977051607	4.7591853820458	4.84991029795918	4.98668629549739	5.15739845690185	5.34640031460075	4.58405605033922	4.2901971559597	6.18197283917117	5.43348624486738	6.40858459499187	4.90148110807868	5.29388423215512	5.69569502427726
ABCC5	5.48575962755072	5.60260820618982	3.52982504347162	4.48590558763839	5.80217183791273	6.54992966313207	5.11959529338078	5.49962796690487	5.43872454904403	4.91739179300169	4.42435029607796	5.78291071878452	6.423418300911	5.48064272496564	5.23553489090111	5.6487527850237	6.04913303410224
ABCC6P1	3.91533507299421	4.94271595220303	2.56835499516081	4.25113042096086	5.12061508564736	5.30684294722464	5.2033242822562	1.61837454425146	3.71974988356953	5.04186841104167	2.1922896099021	3.82364303219751	0.433365997401823	2.52905227949888	3.09207562375842	2.95293194972791	0.574671969654396
ABCC6P2	-3.26328964271104	-0.105775703849023	-4.22490412274451	1.77710682320592	-1.8065539832865	-0.994793390646877	-1.8385563776684	-5.47568247651507	-5.78862151706709	-4.45946287399683	-7.44261015154673	-4.2182622673131	-5.34080964335467	-5.24617389395845	-1.1829395824013	-4.6579636258899	-5.93214365699728
ABCC6	-7.39693600760326	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-7.69013122978035	-4.20691992867292	-7.5462078188045	-5.03324589104033	-6.00887074291263	-7.44261015154673	-3.27381301344248	-7.51640380130784	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ABCC8	-5.03565837004681	-2.11577188394982	-7.2964816817843	-7.91108081863627	-3.73268357244102	-1.02200643630786	-5.51018891811687	-7.5462078188045	-1.90486181740946	-6.00887074291263	-2.83310569931579	-7.94476479104274	0.304629926293932	-3.35237180919444	-7.70204511140621	-2.03070049872496	-3.97682170718629
ABCC9	-4.54746150683201	-2.11577188394982	-7.2964816817843	-3.45504737013293	-7.64204964357904	-0.817448305784	-7.42035028295097	-7.5462078188045	-3.43010532928914	-7.49214258632128	-7.44261015154673	-7.94476479104274	1.80828225513155	-5.95461508125675	-7.70204511140621	-0.980394990021503	-1.92229228579644
ABCD1	4.83353798629174	4.76997870074231	4.76453228012176	4.20080992039718	4.44720255947128	4.82530903334782	5.01354664838459	4.70219475044005	4.87563327135911	4.43102307382872	5.43204894788949	5.20869769746492	3.98698329454684	4.35782701881416	3.87719477383931	4.13006281131849	3.62413998520886
ABCD2	-0.647938317141698	2.06931411194279	-7.2964816817843	-4.62887323531292	0.947810552151434	2.24776252438564	3.56781201523379	4.00750394110539	3.97858613655353	0.358763387962522	-2.61918070075415	1.67586965624501	1.45086837155175	0.860327734437509	3.31171697969666	-0.236645023649364	1.57244529730086
ABCD3	7.01395844728306	6.16662474703603	7.20140248851426	6.31682413906995	6.45321084149892	5.97378447221876	6.11243965291022	5.78994715025901	5.64909223760983	6.40074183000252	6.14490172408187	5.30291694862066	6.36341114993703	6.24747794755493	6.70820091163614	6.60913950651567	6.07986826086841
ABCD4	5.630611229323	5.29792889994124	5.84787535711764	3.80153645905852	5.02180120262439	4.94739564110616	5.69923247304749	5.55951912167344	5.53520820687438	5.24221642430344	6.06184107337241	4.76665851737814	5.72045017288705	5.81575113331659	4.14482148490186	5.2102006795923	5.15010687056342
ABCE1	5.91064659709475	5.5438884232339	6.46016140369661	5.78137590441048	5.29432968373639	4.82816914442126	6.00746977688545	5.37063391361865	5.50823716499142	5.23497445557404	5.95687174341559	4.25649521814186	6.25326254665651	5.86618236439877	5.51992793295458	5.97287638419989	5.84008837478369
ABCF1	7.07841357485112	7.17952452256268	6.95180422553505	7.68959374517663	6.77775604015418	6.70033626479527	6.97175495665708	7.51268121501569	7.00843824306128	6.85738882928142	7.30811506207448	6.74861707538429	7.28395059478885	6.85824905165949	7.48657900546674	6.94959215165686	6.74433079578491
ABCF2	4.70192266333084	5.48267688316314	4.7676549437596	4.53366955702636	5.18607772455968	5.07808662675865	5.75622247106476	6.05251175526874	5.28416381070202	5.40083666864495	5.42340330520319	4.60676097685036	6.27704802451739	5.42302264165231	4.80781751386943	5.72595348538205	5.75702190470098
ABCF3	6.06531230230731	5.89393983995762	5.33282242995596	4.86805063239421	5.81626339219395	5.78428828750081	6.11075970251697	5.90778145331013	6.07593954763692	5.99828452654998	5.59389320887567	5.63142544429483	6.01260352567746	5.82540727846787	5.38213984246417	5.83739946091869	5.60429875443058
ABCG1	3.89761833659277	2.94505584731203	4.95298706390971	0.729224094989511	3.88817633798469	5.86170265566461	5.66987040310061	3.47924862187017	5.10791428222656	5.14714275140897	5.30725081942217	4.6937771442402	4.88158605057621	4.53368817077312	3.98655653645794	5.09177730562175	3.87878806772583
ABCG2	1.44313956675462	3.48174247066865	0.272435808141366	1.07546996762081	1.57637368594803	2.76217925857472	3.1464667667019	1.4295317491377	2.53139778113608	-2.68802134821347	0.434628622960882	2.60011468835538	4.14103298365692	0.123780176543644	3.99397176661427	2.77701649818991	4.75620115660656
ABCG4	-6.37221705982815	-7.54012797333598	-7.2964816817843	-7.91108081863627	-7.64204964357904	-6.13604871269434	-6.16983996732126	-7.5462078188045	-7.46933214868287	-6.00887074291263	-5.88141597721117	-7.94476479104274	-7.51640380130784	-4.4175114750813	-7.70204511140621	-7.52664253553674	-5.15014938415998
ABCG5	-3.54400642432691	-2.83051257308365	-5.78464412889539	-3.05653709963654	-2.92800374114869	-2.87709047232162	-4.00692006127983	-7.5462078188045	-7.46933214868287	-4.81689975806534	-7.44261015154673	-7.94476479104274	-3.60271288626721	-3.20908978443645	-4.45341178745217	-7.52664253553674	-7.7661025943389
ABCG8	-3.44424070588116	-2.429325465896	-4.22490412274451	-3.05653709963654	-4.03080547271345	-3.82666008996523	-2.4502501470714	-7.5462078188045	-2.47466122537019	-3.55041972747509	-2.52304596057876	-3.45839010814815	-0.2330414450802	-3.20908978443645	-7.70204511140621	-5.89376010645222	-3.33842106579567
ABHD10	0.516064752874705	0.566972046278435	-0.287835785885553	0.155493201766527	1.3001763069759	1.18523586649668	1.35970814426624	-0.273633948125961	0.905180236703294	1.34434480031408	-0.791558700647646	0.555045319896982	-0.734398271525108	1.49956362531261	-1.65323550920947	0.358125386243728	0.326151862122758
ABHD11	4.22760893585959	3.90711882848662	3.94723676814954	3.4478521536386	3.78319195781311	3.49633743283406	4.34944464592711	3.24138347037039	3.80058660793682	3.89316820020371	3.89935530156141	3.04198748591871	4.39004720453094	4.45180938604436	4.46778119653152	4.08427353597744	4.0143582855191
ABHD12B	2.69095865436093	2.7985484201273	2.85810120095533	0.967245257449875	2.93972809481259	2.67801725279627	2.51668733504182	2.18359123076282	2.30301519266421	3.16396670143548	0.242859858392535	1.95532422981146	1.7184848533422	2.72023457193827	1.91161120306537	1.85969375087439	1.41560067707361
ABHD12	5.79833061090595	5.49354202875749	6.08087017910821	3.73079338166162	5.00233774837583	4.82578611245765	5.47470422288153	5.89122859542893	5.1948117508012	5.65872105349966	5.96983751580356	4.95284613655516	5.2284442116215	5.83629055443551	4.92946575069463	5.71754211003476	5.28746284804758
ABHD13	1.53156639617114	2.06931411194279	0.170425823751822	2.91864638309746	2.22261701876991	2.01656893565738	4.53525498625518	-7.5462078188045	1.11041172591886	3.45651868408533	3.23155590551606	1.80451489514922	3.96229966821994	2.95707801707512	2.64784000251058	2.14261613547172	0.863369285387386
ABHD14A	3.58353703610107	3.34924695902187	3.21360177293801	3.75889000943791	2.95025191625006	3.59926421753974	3.3123448081531	3.35438461243527	3.53069352465441	2.85544557671427	3.58027412888338	3.60700127621488	2.9395083989642	3.80859310886921	3.32157347511848	3.63935909394853	3.12896842004873
ABHD14B	0.58262527267064	1.76421056019101	1.02317966407152	0.164856955308638	1.77887291038429	0.960378915452834	1.44324493036827	1.61837454425146	0.988998420802073	1.11110271806167	1.49032802874144	-0.021850823879188	0.87240219336614	0.852180446543228	1.75749095484988	1.50161546584358	1.15815040405777
ABHD15	3.33065621322615	3.17302305865495	3.3713565385811	0.332111327483687	3.26041115674625	2.17473847930033	3.62730412027915	3.08423770986847	2.79988192580375	2.35688090600142	4.21465112769822	2.239507399727	3.7623411192549	3.36039795069412	2.34949858904462	3.51975029638007	3.51832627195859
ABHD1	2.96152385363742	2.51834545622293	3.45896040127206	0.83272111778917	1.4633607664369	1.52311781661461	2.90419992357198	3.45016160516025	3.11796081843133	3.0364723103643	3.34736268890363	2.40422751441691	3.0473822605144	3.37894776472993	1.46197268632512	2.34709186172119	2.48893410094676
ABHD2	6.81423811875215	6.19352693715975	6.57102056491701	6.07177903747417	6.5118884902544	7.04972181093326	6.4979321228007	6.35945171118435	6.45796164429803	6.87036161874052	6.32481441961944	6.56915113796528	5.31524216257624	7.12797216970128	5.81468982472543	6.32508569443983	5.5326576498182
ABHD3	3.66817404659824	4.19228937972881	4.52131038350494	3.96254819882993	3.02930859953898	4.95744468873115	4.16424733936306	3.94311613933206	3.93463527300304	4.34936739293957	2.586365494499	3.89642051645369	2.94671676627495	4.08983174237879	3.4795849388065	3.75833590487136	2.97315785904853
ABHD4	3.29320389813945	2.970165867874	2.84396948881094	3.02015740694756	3.02682486142171	4.27837531110645	4.22016474686273	3.34469087637279	3.63266636728792	2.95158945563727	3.24867982795869	4.27881506065138	4.13473494986518	4.03959469378783	2.95695470768907	3.47904589120958	3.9376637359051
ABHD5	6.33244133349584	5.52777062469237	4.02758337287479	6.16294686637149	6.53806860282795	6.83594030569969	4.98705262678575	4.12825120051872	5.33710100991155	6.60997061400637	4.2918501892628	6.32691890843119	4.21453982670066	5.05539281996538	5.71463942210002	6.31850880437335	5.23651633811931
