"tf"	"target"	"mor"	"likelihood"	"state"
"AEBP2"	"EBNA1BP2"	0.780991656567538	1	"activation"
"AEBP2"	"ZDHHC2"	0.930600435013449	1	"activation"
"AEBP2"	"LRP8"	0.522469731715069	1	"activation"
"AEBP2"	"PPIH"	0.166976378556986	1	"activation"
"AEBP2"	"PPOX"	-0.572381767450795	1	"inhibition"
"AEBP2"	"NDST2"	0.542265146305508	1	"activation"
"AEBP2"	"RTKN"	0.151251131546394	1	"activation"
"AHCTF1"	"SNAPC5"	0.130960876651053	1	"activation"
"AHCTF1"	"ANKRD13A"	0.981023510893079	1	"activation"
"AHCTF1"	"HIPK1"	-0.141013771332597	1	"inhibition"
"AHCTF1"	"PSD"	-0.625808136360651	1	"inhibition"
"AHCTF1"	"VTN"	0.946522453337035	1	"activation"
"AHCTF1"	"RNF11"	0.0998709480383137	1	"activation"
"AHCTF1"	"CD59"	0.58738304987758	1	"activation"
"AHCTF1"	"PRR7"	0.990221281624937	1	"activation"
"AHCTF1"	"SMCR8"	-0.0312164483982458	1	"inhibition"
"AHCTF1"	"ANXA9"	0.774555682380687	1	"activation"
"AHCTF1"	"TRPV1"	0.303037896713177	1	"activation"
"AHCTF1"	"CISD3"	-0.909160175134392	1	"inhibition"
"AHCTF1"	"APOBEC3B"	-0.0434670127553373	1	"inhibition"
"AHCTF1"	"APOBEC3D"	0.110476813807061	1	"activation"
"AHCTF1"	"FAM149A"	-0.0637209587088056	1	"inhibition"
"AHCTF1"	"SNORA48"	-0.0297491773043777	1	"inhibition"
"AHCTF1"	"ZNF445"	0.867337093115163	1	"activation"
"AHDC1"	"MAMDC2"	0.999305981483969	1	"activation"
"AHDC1"	"WDR83"	0.579939030627864	1	"activation"
"AHDC1"	"TMEM33"	-0.89436598270827	1	"inhibition"
"AHDC1"	"EXD3"	0.999997041600867	1	"activation"
"AHDC1"	"SUMO1P3"	-0.120407569738212	1	"inhibition"
"AHDC1"	"YIPF6"	0.913148255071136	1	"activation"
"AHDC1"	"USP5"	0.968840907225922	1	"activation"
"AHDC1"	"RUVBL2"	0.465995774637332	1	"activation"
"AHDC1"	"LRRC43"	0.993920646542561	1	"activation"
"AHDC1"	"TRIM26"	-0.240321746049933	1	"inhibition"
"AHDC1"	"ZNF420"	0.520943671254813	1	"activation"
"AHR"	"LYRM7"	-0.863233063948884	1	"inhibition"
"AHR"	"ARMCX3"	0.343122042481339	1	"activation"
"AHR"	"MAP4K2"	0.944519473902608	1	"activation"
"AHR"	"SYCE1L"	0.403044591000581	1	"activation"
"AHR"	"TMBIM6"	0.676993119718047	1	"activation"
"AHR"	"YWHAG"	0.531617435404866	1	"activation"
"AHR"	"PTENP1"	0.120026662906839	1	"activation"
"AHR"	"ZNF44"	-0.125321278105991	1	"inhibition"
"AHR"	"SCN9A"	0.127459063881304	1	"activation"
"AHR"	"CCDC148"	-0.995306112160892	1	"inhibition"
"AHR"	"FOS"	-0.0230852653270489	1	"inhibition"
"AHR"	"CTU2"	0.876481315660206	1	"activation"
"AHR"	"MAP4"	-0.925036966880251	1	"inhibition"
"AHR"	"ODF3"	0.734484994484359	1	"activation"
"AHR"	"THOC7"	-0.0490183728443538	1	"inhibition"
"AHR"	"KLRK1"	-0.934401939732023	1	"inhibition"
"AHR"	"IMPDH2"	-0.235587125303705	1	"inhibition"
"AHR"	"CENPT"	-0.178135416254932	1	"inhibition"
"AHRR"	"PXMP2"	0.0886090595832114	1	"activation"
"AHRR"	"HOXA11"	-0.299601797753964	1	"inhibition"
"AHRR"	"STK32C"	-0.161784790643757	1	"inhibition"
"AHRR"	"SFRP2"	0.364069925211172	1	"activation"
"AHRR"	"C3orf49"	0.182095808942881	1	"activation"
"AHRR"	"BOLA1"	-0.987269735945807	1	"inhibition"
"AHRR"	"CISD3"	0.14809510795641	1	"activation"
"AHRR"	"EGLN2"	0.101004834467121	1	"activation"
"AHRR"	"CHD4"	-0.0499262612191402	1	"inhibition"
"AHRR"	"C1R"	0.0831609956205285	1	"activation"
"AHRR"	"JAK2"	0.995809502904188	1	"activation"
"AIRE"	"DPH2"	0.879187701484287	1	"activation"
"AIRE"	"ST20"	0.343122042481339	1	"activation"
"AIRE"	"TLN2"	0.872327692533411	1	"activation"
"AIRE"	"TLR9"	-0.0522615795642342	1	"inhibition"
"AIRE"	"TSKU"	0.300459352198013	1	"activation"
"AIRE"	"CALB1"	0.96613940562541	1	"activation"
"AKAP8"	"ZNRF2"	0.0860954208552741	1	"activation"
"AKAP8"	"NDUFB11"	-0.883542969796984	1	"inhibition"
"AKAP8"	"GPR157"	-0.797658010073034	1	"inhibition"
"AKAP8"	"ANKRD34A"	0.670229125818253	1	"activation"
"AKAP8"	"STK39"	0.519417272214048	1	"activation"
"AKAP8"	"HNRNPF"	-0.288939001757795	1	"inhibition"
"AKAP8"	"SLC14A2"	-0.0551911471985762	1	"inhibition"
"AKAP8"	"TXNDC9"	-0.297811304705471	1	"inhibition"
"AKAP8"	"KIR3DL1"	-0.0422686794067839	1	"inhibition"
"AKAP8"	"DAGLB"	0.364069925211172	1	"activation"
"AKAP8"	"SNORA36A"	-0.013546561141302	1	"inhibition"
"AKAP8"	"AGPAT5"	0.980770235773067	1	"activation"
"AKAP8"	"EIF1"	-0.0249731389367144	1	"inhibition"
"AKAP8"	"NEBL"	0.437256843064797	1	"activation"
"AKAP8"	"NAB2"	0.955308162701124	1	"activation"
"AKAP8"	"RNLS"	-0.997352883268759	1	"inhibition"
"AKAP8"	"VAT1"	-0.991239485542302	1	"inhibition"
"AKAP8"	"ID2"	-0.467656326238184	1	"inhibition"
"AKAP8L"	"GPR83"	0.804467753463571	1	"activation"
"AKAP8L"	"IL12RB2"	-0.111042128723667	1	"inhibition"
"AKAP8L"	"THNSL2"	-0.98860066004139	1	"inhibition"
"AKAP8L"	"CABIN1"	0.968031741065264	1	"activation"
"AKAP8L"	"SLC22A23"	0.997806613890872	1	"activation"
"AKAP8L"	"TIMD4"	0.842469171077603	1	"activation"
"AKAP8L"	"KREMEN1"	-0.95707170602934	1	"inhibition"
"AKAP8L"	"GOLPH3"	0.0970837431496942	1	"activation"
"AKAP8L"	"CD320"	-0.52257542090674	1	"inhibition"
"AKAP8L"	"CDHR2"	0.546818146841941	1	"activation"
"AKAP8L"	"NT5M"	0.966568672084124	1	"activation"
"AKAP8L"	"PCP2"	0.962279463053735	1	"activation"
"AKAP8L"	"PRB3"	0.539226150643544	1	"activation"
"AKAP8L"	"CORO1C"	-0.0532224566815037	1	"inhibition"
"AKAP8L"	"USF2"	0.992949971892084	1	"activation"
"AKAP8L"	"SULT1A3"	0.376893666785484	1	"activation"
"AKAP8L"	"ANGPT2"	0.561938430998408	1	"activation"
"AKAP8L"	"HCFC1R1"	0.950638904207936	1	"activation"
"AKNA"	"PCSK7"	-0.979832017225991	1	"inhibition"
"AKNA"	"HDHD2"	0.99539772268613	1	"activation"
"AKNA"	"CRYZL1"	0.887011788566316	1	"activation"
"AKNA"	"HARBI1"	-0.015468620870277	1	"inhibition"
"AKNA"	"SP110"	0.277818489314299	1	"activation"
"AKNA"	"TMEM184B"	0.228105045749564	1	"activation"
"AKNA"	"RAB3IP"	-0.839817587378027	1	"inhibition"
"AKNA"	"SLC15A2"	0.997337955487858	1	"activation"
"AKNA"	"MCF2L2"	-0.878935549516374	1	"inhibition"
"AKNA"	"CENPP"	0.919509991998752	1	"activation"
"AKNA"	"CHIC2"	0.76799144688806	1	"activation"
"AKNA"	"VAMP2"	0.907427030621479	1	"activation"
"AKNA"	"EBP"	0.989379512915313	1	"activation"
"AKNA"	"ZSWIM6"	0.99950488305441	1	"activation"
"AKNA"	"NDEL1"	-0.906735307400329	1	"inhibition"
"AKNA"	"ZBTB39"	0.99429672547408	1	"activation"
"AKNA"	"DNLZ"	-0.0759786993403897	1	"inhibition"
"AKNA"	"ETFB"	0.243591576746145	1	"activation"
"AKNA"	"SOD2"	0.116126976087829	1	"activation"
"ALX3"	"GAN"	0.890143749785424	1	"activation"
"ALX3"	"RNASE2"	0.829611292903104	1	"activation"
"ALX3"	"APH1A"	0.993241294260725	1	"activation"
"ALX3"	"ATXN2"	0.626852470460497	1	"activation"
"ALX3"	"TMTC3"	0.496499536603991	1	"activation"
"ALX3"	"TXNDC15"	0.276591254421674	1	"activation"
"ALX3"	"SCARNA6"	0.990999831686474	1	"activation"
"ALX3"	"ANKRD36BP1"	-0.0134083249848178	1	"inhibition"
"ALX3"	"HRNR"	-0.310453457075596	1	"inhibition"
"ALX3"	"BRD7P3"	-0.218725447300857	1	"inhibition"
"ALX4"	"CHRDL1"	0.970592547992545	1	"activation"
"ALX4"	"ACOT4"	0.543783572721508	1	"activation"
"ALX4"	"ZNF425"	0.801513337696853	1	"activation"
"ALX4"	"TUBB6"	-0.0463821672068685	1	"inhibition"
"ALX4"	"CAPN7"	0.895596245142057	1	"activation"
"ALX4"	"MRPS15"	0.118714805405208	1	"activation"
"ALX4"	"LDHD"	0.426765068573056	1	"activation"
"ALX4"	"ELFN2"	0.133818826071075	1	"activation"
"ALX4"	"UBE2V2"	0.991661780774216	1	"activation"
"ALX4"	"ZWINT"	0.214342773933428	1	"activation"
"ANKZF1"	"POLR2H"	0.143460100053523	1	"activation"
"ANKZF1"	"ZNF624"	0.858411922961696	1	"activation"
"ANKZF1"	"MERTK"	-0.607080174384699	1	"inhibition"
"ANKZF1"	"ZNF385D"	0.881844547266901	1	"activation"
"ANKZF1"	"PHYHD1"	-0.145444327836997	1	"inhibition"
"ANKZF1"	"RASSF8"	0.906891072637542	1	"activation"
"ANKZF1"	"RASIP1"	-0.160574233591554	1	"inhibition"
"ANKZF1"	"PARD3"	-0.243510020153591	1	"inhibition"
"ANKZF1"	"APOBEC3G"	0.989524396225032	1	"activation"
"ANKZF1"	"SLC35A1"	0.343122042481339	1	"activation"
"ANKZF1"	"APC2"	0.996349150681025	1	"activation"
"ANKZF1"	"AOAH"	0.378329497051329	1	"activation"
"ANKZF1"	"AOC2"	0.69162303459115	1	"activation"
"ANKZF1"	"ANO6"	0.214342773933428	1	"activation"
"ANKZF1"	"ANO8"	0.952439685789813	1	"activation"
"ANKZF1"	"COG2"	0.869495160983091	1	"activation"
"ANKZF1"	"BRAP"	0.971525708535094	1	"activation"
"ANKZF1"	"FRS3"	0.805445384918729	1	"activation"
"ANKZF1"	"PTP4A1"	0.094363502491732	1	"activation"
"ANKZF1"	"LYG2"	0.992799901192767	1	"activation"
"ANKZF1"	"PKP2"	-0.818657817207777	1	"inhibition"
"ANKZF1"	"ARL6IP5"	-0.994199602880827	1	"inhibition"
"ANKZF1"	"HSPA8"	0.879856536373307	1	"activation"
"ANKZF1"	"RAPGEF5"	0.56645482014839	1	"activation"
"ANKZF1"	"ANKLE2"	0.326782504562955	1	"activation"
"ANKZF1"	"RNF111"	0.944519473902608	1	"activation"
"ANKZF1"	"RGS16"	-0.654824250143631	1	"inhibition"
"ANKZF1"	"ANTXR1"	-0.195629921427753	1	"inhibition"
"ANKZF1"	"APBB1IP"	0.849811022629627	1	"activation"
"ANKZF1"	"ABHD4"	0.605088958193207	1	"activation"
"ANKZF1"	"SLC6A9"	-0.997978809431567	1	"inhibition"
"ANKZF1"	"AP1B1"	-0.0620390063792513	1	"inhibition"
"ANKZF1"	"AP1G1"	0.975152090396805	1	"activation"
"ANKZF1"	"AP1S3"	-0.0981100444855896	1	"inhibition"
"ANKZF1"	"AP1S1"	-0.645889551733095	1	"inhibition"
"ANKZF1"	"AP2A1"	-0.980106179791575	1	"inhibition"
"ANKZF1"	"AP3M1"	0.891375828557685	1	"activation"
"ANKZF1"	"AP3S2"	0.0927630265598182	1	"activation"
"ANKZF1"	"ANXA9"	0.456885936532754	1	"activation"
"ANKZF1"	"ANKS6"	0.234658025772196	1	"activation"
"ANKZF1"	"ANKAR"	0.992223424414497	1	"activation"
"ANKZF1"	"ANO10"	0.60215485640541	1	"activation"
"ANKZF1"	"APOA2"	-0.2202255784455	1	"inhibition"
"ANKZF1"	"APAF1"	-0.59180399198718	1	"inhibition"
"ANKZF1"	"APBB3"	0.970781423659976	1	"activation"
"ANKZF1"	"APBA3"	0.92367092619495	1	"activation"
"ANKZF1"	"ARL5B"	0.856106427613872	1	"activation"
"ANKZF1"	"DENND4C"	0.987054576115497	1	"activation"
"ANKZF1"	"CRISP2"	-0.98898787351074	1	"inhibition"
"ANKZF1"	"ANKRD39"	0.299174698862338	1	"activation"
"ANKZF1"	"ANKRD31"	0.32409775765205	1	"activation"
"AR"	"SMURF1"	0.522469731715069	1	"activation"
"AR"	"SEC14L4"	0.144224398363721	1	"activation"
"AR"	"SNAP29"	0.997723032029961	1	"activation"
"AR"	"SNORD59A"	0.237981904609653	1	"activation"
"AR"	"TMEM120A"	0.86367556964047	1	"activation"
"AR"	"PLEKHG4B"	-0.428986115469826	1	"inhibition"
"AR"	"PEX5L"	0.981643084817206	1	"activation"
"AR"	"CDK5R1"	0.183940774707748	1	"activation"
"AR"	"TF"	0.563445001292003	1	"activation"
"AR"	"GTF2IRD1"	0.170443787537858	1	"activation"
"AR"	"IGF2R"	0.467516540140656	1	"activation"
"AR"	"SARDH"	0.728416768543764	1	"activation"
"AR"	"SMYD5"	0.982825742290228	1	"activation"
"AR"	"TPSB2"	0.999272040729973	1	"activation"
"AR"	"SLC8A2"	-0.599473003511312	1	"inhibition"
"AR"	"A1BG"	0.533140351946869	1	"activation"
"AR"	"UNC119"	0.987142157055082	1	"activation"
"AR"	"NUDT9P1"	0.967826427938146	1	"activation"
"AR"	"MTA1"	0.977176065963586	1	"activation"
"AR"	"LCP1"	-0.0346787686860746	1	"inhibition"
"AR"	"CCND1"	0.92367092619495	1	"activation"
"AR"	"LITAF"	-0.0337015064709611	1	"inhibition"
"AR"	"TRIM66"	0.570960850928193	1	"activation"
"AR"	"UMPS"	0.999272040729973	1	"activation"
"AR"	"ZNF470"	0.888899874717078	1	"activation"
"AR"	"ZNF445"	0.622535881934309	1	"activation"
"ARID2"	"DYRK1A"	0.946522453337035	1	"activation"
"ARID2"	"NACC1"	0.190508821633796	1	"activation"
"ARID2"	"TBXAS1"	0.99796515031452	1	"activation"
"ARID2"	"CDK11B"	-0.0230852653270489	1	"inhibition"
"ARID2"	"TNRC6A"	0.999112972663843	1	"activation"
"ARID2"	"FLVCR2"	-0.992990872780526	1	"inhibition"
"ARID2"	"SCARNA5"	-0.0353444669927802	1	"inhibition"
"ARID2"	"ROGDI"	-0.0283450562598921	1	"inhibition"
"ARID2"	"RPP21"	0.997175668720834	1	"activation"
"ARID2"	"ANKLE2"	0.983936596260225	1	"activation"
"ARID2"	"FZD6"	0.351434307907481	1	"activation"
"ARID2"	"GMFG"	-0.0381244162243577	1	"inhibition"
"ARID2"	"PHKB"	0.8131374990766	1	"activation"
"ARID2"	"PLP2"	-0.330806819721496	1	"inhibition"
"ARID2"	"RRS1"	0.9922775801061	1	"activation"
"ARID2"	"SCLY"	-0.0185501205382273	1	"inhibition"
"ARID2"	"SOS2"	0.996703986971424	1	"activation"
"ARID2"	"KCNA6"	0.166976378556986	1	"activation"
"ARID2"	"SLC4A2"	0.579939030627864	1	"activation"
"ARID2"	"DNAJA1"	0.92367092619495	1	"activation"
"ARID2"	"LARP7"	0.983719972948149	1	"activation"
"ARID2"	"CAND1"	0.998055003116706	1	"activation"
"ARID3A"	"EHHADH"	0.469037935823494	1	"activation"
"ARID3A"	"SAMD14"	-0.099759132210519	1	"inhibition"
"ARID3A"	"HLA-L"	-0.97438453724986	1	"inhibition"
"ARID3A"	"C15orf40"	0.536184479616833	1	"activation"
"ARID3A"	"NUDT16L1"	0.462956243026861	1	"activation"
"ARID3A"	"ZNF337"	0.982710776119881	1	"activation"
"ARID3A"	"IKZF5"	0.992698183292258	1	"activation"
"ARID3A"	"SNORD17"	0.417824139961918	1	"activation"
"ARID3A"	"ALAS1"	0.104472591943955	1	"activation"
"ARID3A"	"SEMA4D"	-0.888714915148225	1	"inhibition"
"ARID3A"	"CD55"	-0.719901728582002	1	"inhibition"
"ARID3A"	"GYPC"	-0.347863078392078	1	"inhibition"
"ARID3A"	"UNC5C"	-0.829517106725306	1	"inhibition"
"ARID3A"	"MEMO1"	0.0965343743127084	1	"activation"
"ARID3B"	"HSPA4"	0.955862506142347	1	"activation"
"ARID3B"	"ZFAND5"	-0.218725447300857	1	"inhibition"
"ARID3B"	"STOX1"	0.193376550168521	1	"activation"
"ARID3B"	"APLP2"	0.999926734320548	1	"activation"
"ARID3B"	"ASL"	0.993833949197706	1	"activation"
"ARID3B"	"RGN"	0.437256843064797	1	"activation"
"ARID3B"	"UBE3B"	0.0998709480383137	1	"activation"
"ARID3B"	"FBXL18"	0.501084177780109	1	"activation"
"ARID3B"	"PTGES2"	0.295339360091401	1	"activation"
"ARID3B"	"ADARB2"	-0.642281103409653	1	"inhibition"
"ARID3B"	"PIBF1"	-0.276749380787667	1	"inhibition"
"ARID3B"	"PHRF1"	0.272929299992282	1	"activation"
"ARID3B"	"CBY1"	-0.0556932424012077	1	"inhibition"
"ARID3B"	"UBR7"	-0.0614870312183117	1	"inhibition"
"ARID3B"	"TLR7"	0.99529740834148	1	"activation"
"ARID3B"	"SLAIN2"	-0.467656326238184	1	"inhibition"
"ARID5A"	"SRP54"	0.998210070801502	1	"activation"
"ARID5A"	"TADA3"	0.982243649463836	1	"activation"
"ARID5A"	"ETV4"	0.996102284233505	1	"activation"
"ARID5A"	"NCK2"	0.961314104871858	1	"activation"
"ARID5A"	"CHRNG"	0.369747010365314	1	"activation"
"ARID5A"	"SLC5A3"	0.734484994484359	1	"activation"
"ARID5A"	"MORF4"	0.736888759541547	1	"activation"
"ARID5A"	"ZNF689"	-0.0178198840029773	1	"inhibition"
"ARID5A"	"NOMO3"	-0.218725447300857	1	"inhibition"
"ARID5A"	"FABP3"	-0.0230852653270489	1	"inhibition"
"ARID5A"	"ARID5B"	0.3349035432165	1	"activation"
"ARID5A"	"PDIA6"	-0.610859625001474	1	"inhibition"
"ARID5A"	"GOLGB1"	0.999785813991317	1	"activation"
"ARID5A"	"IL2RG"	0.229188412878965	1	"activation"
"ARID5A"	"FBXO10"	0.369747010365314	1	"activation"
"ARID5B"	"ARID5A"	0.3349035432165	1	"activation"
"ARID5B"	"SYCE1L"	0.317435772695381	1	"activation"
"ARID5B"	"DOK1"	-0.0561993562947333	1	"inhibition"
"ARID5B"	"ABCB10"	0.438760527237206	1	"activation"
"ARID5B"	"CCDC117"	0.660645043408225	1	"activation"
"ARID5B"	"RGS17"	0.218513619761834	1	"activation"
"ARID5B"	"RNPS1"	0.955586126383359	1	"activation"
"ARID5B"	"SERINC4"	0.351434307907481	1	"activation"
"ARNT"	"DEF6"	0.770193737065759	1	"activation"
"ARNT"	"LSM6"	0.745194878731185	1	"activation"
"ARNT"	"NANS"	-0.970644854391541	1	"inhibition"
"ARNT"	"ABCA7"	0.984361744366492	1	"activation"
"ARNT"	"SOX13"	-0.127330635990509	1	"inhibition"
"ARNT"	"VN1R1"	0.341745678692621	1	"activation"
"ARNT"	"ELAVL1"	-0.980906818609743	1	"inhibition"
"ARNT"	"BCL2L14"	-0.99911379047559	1	"inhibition"
"ARNT"	"ATP2A1"	-0.804868815448736	1	"inhibition"
"ARNTL"	"RAB8A"	0.287753523965289	1	"activation"
"ARNTL"	"STMN1"	0.513308844782655	1	"activation"
"ARNTL"	"TSPO2"	0.185799774988729	1	"activation"
"ARNTL"	"UBE2W"	-0.0132714038341718	1	"inhibition"
"ARNTL"	"MAF"	0.769094365622138	1	"activation"
"ARNTL"	"JMY"	-0.788974949779864	1	"inhibition"
"ARNTL"	"NBN"	-0.872534135164021	1	"inhibition"
"ARNTL"	"NLN"	-0.165456791530488	1	"inhibition"
"ARNTL"	"LYPD3"	0.109253174993842	1	"activation"
"ARNTL"	"MPV17"	0.0906654926698014	1	"activation"
"ARNTL"	"OPLAH"	0.998843316188998	1	"activation"
"ARNTL"	"GMCL1"	-0.473778219465846	1	"inhibition"
"ARNTL"	"SCNN1D"	0.753332566375829	1	"activation"
"ARNTL"	"SUOX"	0.248141896893433	1	"activation"
"ARNTL"	"XPO4"	0.58738304987758	1	"activation"
"ARNTL"	"XPO1"	0.414855506706298	1	"activation"
"ARNTL2"	"ASB6"	-0.253225783682546	1	"inhibition"
"ARNTL2"	"FKTN"	0.479703054138343	1	"activation"
"ARNTL2"	"LGMN"	-0.900404595346491	1	"inhibition"
"ARNTL2"	"LRP6"	-0.105711704941893	1	"inhibition"
"ARNTL2"	"FAM189B"	0.297893141093031	1	"activation"
"ARNTL2"	"ZNF493"	0.950024973947996	1	"activation"
"ARNTL2"	"MVD"	0.369747010365314	1	"activation"
"ARNTL2"	"PHF19"	-0.299601797753964	1	"inhibition"
"ARNTL2"	"GNGT2"	-0.159370386122345	1	"inhibition"
"ARNTL2"	"TMEM39B"	0.289009899368874	1	"activation"
"ARNTL2"	"TMEM231"	0.712253397173453	1	"activation"
"ARNTL2"	"TMEM44"	0.35843001337689	1	"activation"
"ARNTL2"	"SYAP1"	0.945529304534478	1	"activation"
"ARNTL2"	"BEND5"	0.676993119718047	1	"activation"
"ASCL2"	"ANKRD36"	-0.742590256586418	1	"inhibition"
"ASCL2"	"THOC6"	-0.986172616589141	1	"inhibition"
"ASCL2"	"RASGEF1B"	0.960575209384849	1	"activation"
"ASCL2"	"MLST8"	0.348653370967886	1	"activation"
"ASCL2"	"WNT2B"	0.650932824146359	1	"activation"
"ASCL2"	"KIF20B"	-0.981925137359835	1	"inhibition"
"ASCL3"	"SLC11A2"	-0.595646034957275	1	"inhibition"
"ASCL3"	"HRH4"	0.609476552904657	1	"activation"
"ASCL3"	"ISCA1"	-0.0902000036319115	1	"inhibition"
"ASCL3"	"ARHGEF17"	0.957753462922211	1	"activation"
"ASH1L"	"MBOAT2"	0.527045604829499	1	"activation"
"ASH1L"	"ZHX3"	0.997636443994894	1	"activation"
"ASH1L"	"MEIS1"	0.962279463053735	1	"activation"
"ASH1L"	"MPEG1"	-0.848623540549701	1	"inhibition"
"ASH1L"	"MOCS2"	0.599213744485993	1	"activation"
"ASH1L"	"MRPL42"	0.965265533712803	1	"activation"
"ASH1L"	"DDI1"	0.8131374990766	1	"activation"
"ASH1L"	"CLDND2"	0.800521355545617	1	"activation"
"ASH1L"	"GPC5"	0.543783572721508	1	"activation"
"ASH1L"	"NOL8"	0.998869919496008	1	"activation"
"ASH1L"	"PLAU"	-0.987444086803718	1	"inhibition"
"ATF1"	"CASP10"	0.122017066142712	1	"activation"
"ATF1"	"PRR12"	0.992900279716116	1	"activation"
"ATF1"	"MAGEE1"	0.987739781339829	1	"activation"
"ATF1"	"ZNF84"	0.0826804869066269	1	"activation"
"ATF1"	"ATF7IP"	0.9471753985041	1	"activation"
"ATF1"	"SURF4"	0.990810871962512	1	"activation"
"ATF1"	"ATAD5"	0.959314800303099	1	"activation"
"ATF1"	"ATE1"	0.520943671254813	1	"activation"
"ATF1"	"SNORD116-15"	0.249288129605588	1	"activation"
"ATF1"	"BCAP31"	-0.510430920213709	1	"inhibition"
"ATF1"	"ATXN7L1"	0.625415717835207	1	"activation"
"ATF1"	"PIGU"	0.998843316188998	1	"activation"
"ATF1"	"PCF11"	0.904720326708927	1	"activation"
"ATF2"	"ABHD10"	0.434252990342903	1	"activation"
"ATF2"	"JKAMP"	0.998508782564653	1	"activation"
"ATF2"	"NIF3L1"	0.940670275834305	1	"activation"
"ATF2"	"ATF3"	-0.0356816355880352	1	"inhibition"
"ATF2"	"CD96"	-0.653047323182216	1	"inhibition"
"ATF2"	"APLP2"	-0.052740082967909	1	"inhibition"
"ATF2"	"ATRIP"	0.999899975835502	1	"activation"
"ATF2"	"NANS"	-0.0363647166360607	1	"inhibition"
"ATF2"	"TMC3"	0.3740284421745	1	"activation"
"ATF2"	"PIK3IP1"	-0.376984497324814	1	"inhibition"
"ATF2"	"PTP4A2"	-0.0333813459683443	1	"inhibition"
"ATF2"	"XPOT"	-0.0233138535233049	1	"inhibition"
"ATF2"	"SNORA68"	0.991947224275553	1	"activation"
"ATF2"	"SNORA48"	-0.342139939120137	1	"inhibition"
"ATF2"	"KLHL10"	0.423779120191409	1	"activation"
"ATF2"	"ZC3H7A"	0.997564940890618	1	"activation"
"ATF2"	"QRICH2"	0.999853080411496	1	"activation"
"ATF2"	"COL10A1"	0.638267688637326	1	"activation"
