Regulator	Target	MI	pvalue
CEBPZ	IFT57	0.6608277777481202	2.0267808875651383E-7
GATA1	RILPL2	0.7413021515501108	0.0
ELF1	R3HDM2	0.6402083385567794	0.0
KAT2A	ZFP36	0.6283099594482101	0.018184724233354377
BDP1	VARS	0.605649029845199	7.115492800746637E-5
IKZF1	UBTFL1	0.631804661697297	0.018184724233354377
ESRRA	NDOR1	0.6483624779688275	0.0011875589665533148
GTF3C2	PPP2CB	0.6284425001447824	0.018184724233354377
EZH2	SULF1	0.6050670120036044	0.0
SP1	BACH2	0.713052719932649	2.0267808875651383E-7
KDM1A	STX18	0.6359911039634062	2.0267808875651383E-7
STAT5A	IL10RB	0.6798712965024045	0.018184724233354377
ZC3H11A	CHRNB1	0.6118247475543597	3.6387448609787043E-10
USF1	BUB1B	0.6356252827739018	0.018184724233354377
ARID3A	SDCCAG3	0.7809973371519132	0.0
HMGN3	OXA1L	0.6390146920707521	0.018184724233354377
ATF2	ERGIC3	0.6684140578835049	0.0
TEAD4	C15orf17	0.6270827536125444	7.115492800746637E-5
ZNF274	GOPC	0.6496639603786339	0.0
TAF7	HSH2D	0.6374982875390534	0.018184724233354377
GTF2F1	JRKL	0.663213946532513	0.0
KDM5B	C1orf113	0.6320791696207219	7.115492800746637E-5
POLR3G	GTPBP10	0.5863657218539575	2.0267808875651383E-7
MYBL2	LYPD3	0.6403555544830997	0.0011875589665533148
ATF1	CNOT6L	0.641865602949381	2.0267808875651383E-7
BACH1	GLIPR1L1	0.642260984365951	0.0011875589665533148
TAF7	GEMIN8	0.6798544323215254	0.0
TAF7	GEMIN5	0.6259980165493467	9.824611124642502E-9
ZBTB7A	RBM20	0.6575932592762582	0.0
TRIM28	SMAD5	0.6808214985801473	3.6387448609787043E-10
GABPA	PIK3R1	0.6799496540295105	7.115492800746637E-5
TBP	ISOC2	0.6282872927655807	3.938213563037252E-6
ZNF274	TRNP1	0.6251975544546923	0.0
RUNX3	MED12	0.6016487797132097	9.824611124642502E-9
RUNX3	MED15	0.6254776185696057	3.6387448609787043E-10
FOXM1	ASF1B	0.6613182748257905	0.0011875589665533148
HMGN3	C1orf194	0.66267668931759	0.018184724233354377
HMGN3	C1orf158	0.634743188828104	3.938213563037252E-6
TFAP2C	PEX16	0.6293280502794281	0.018184724233354377
NCOR1	C6orf138	0.6942571532561392	7.115492800746637E-5
BDP1	TPPP	0.6538565381286863	7.115492800746637E-5
KDM1A	STUB1	0.6990367954158064	0.0
KDM1A	CXCR4	0.5808426072413386	0.018184724233354377
MYBL2	C9orf173	0.6168525626033908	9.824611124642502E-9
GTF2F1	C1orf200	0.6335717455449567	0.018184724233354377
GTF2F1	C1orf203	0.6429139791347335	0.018184724233354377
SP2	ARIH1	0.656110565185304	0.0
GTF3C2	KCNAB2	0.6439574682399034	7.115492800746637E-5
ZNF274	TRPT1	0.7111007188092803	0.0011875589665533148
RBBP5	TIMM9	0.6432930556640117	7.115492800746637E-5
E2F6	ETAA1	0.6330636240926802	0.0011875589665533148
RBBP5	TIMP3	0.6460651849774011	0.0
RBBP5	TIMP2	0.6474188855348121	3.938213563037252E-6
CHD1	SMARCA5	0.6286750944896948	2.0267808875651383E-7
SMARCA4	SMARCD1	0.6917532885852011	7.115492800746637E-5
ETS1	PPARD	0.7117392981311513	0.0
SP1	KCNA3	0.7090953904049996	9.824611124642502E-9
SP1	KCNA2	0.6080736785702276	0.0011875589665533148
PBX3	MPZL2	0.6819101043774357	0.0
THAP1	LOC100125556	0.666203189252878	7.115492800746637E-5
UBTF	MCOLN1	0.6043821929022357	7.115492800746637E-5
GABPA	RAP1GAP2	0.6763854300650051	0.0011875589665533148
SP1	KCNQ3	0.621800815800635	7.115492800746637E-5
RCOR1	MMP9	0.6850836831716635	7.115492800746637E-5
BCL11A	IARS2	0.6707163288938028	0.0
GTF3C2	SGMS1	0.6582329955556279	0.0011875589665533148
SP1	CXorf59	0.6887214895375405	7.115492800746637E-5
SMC3	GPSM2	0.6283806310511314	0.0
GTF2F1	FBXW9	0.6805969914030512	2.0267808875651383E-7
SETDB1	APPBP2	0.6520658842573599	0.0011875589665533148
SP1	SLC30A5	0.7035842905947912	0.0
UBTF	STAM	0.6403258181237077	3.938213563037252E-6
BCLAF1	GABPA	0.7016322718242439	3.938213563037252E-6
NFYA	UAP1L1	0.5981956639636586	0.018184724233354377
MAFF	MBD3L1	0.6373359426205915	9.824611124642502E-9
BCLAF1	FBXO11	0.6177438842724181	0.018184724233354377
TAF7	FDPSL2A	0.6314797316032413	0.0011875589665533148
TBP	PMPCB	0.6639606029065654	7.115492800746637E-5
BCLAF1	FBXO43	0.6961761194257905	0.018184724233354377
UBTF	SSH1	0.6512203973940063	0.0
SMARCC2	REXO1L1	0.6807750145640861	0.0
GTF3C2	ATP5G2	0.6842833657224833	0.0
GTF3C2	ATP5G3	0.6200172010233502	7.115492800746637E-5
ATF1	RBBP6	0.6192279381000886	9.824611124642502E-9
HMGN3	ST6GALNAC5	0.6792977404767279	7.115492800746637E-5
UBTF	ALS2CR4	0.6506899587002771	9.824611124642502E-9
BDP1	SIRT3	0.6139615136859192	2.0267808875651383E-7
GTF3C2	BRI3	0.6007041297674411	2.0267808875651383E-7
CTCFL	C1orf105	0.6388590739635942	9.824611124642502E-9
HCFC1	KATNB1	0.623484664164422	2.0267808875651383E-7
TFAP2C	NMRAL1	0.6202564309367372	2.0267808875651383E-7
KAT2A	B3GNTL1	0.7618862043661504	0.0
KDM1A	FANCL	0.6238695711032121	0.0
KDM1A	FANCM	0.6281812961368082	0.018184724233354377
ZNF274	GLMN	0.6454038620256151	0.0
GTF3C2	CD3E	0.6946607754032194	0.0
ZNF274	PAIP1	0.6501483504978419	9.824611124642502E-9
GTF3C2	ATPAF2	0.6944320224746743	0.0
KAT2A	SMYD4	0.6483581121400347	3.938213563037252E-6
BCL11A	NDUFS4	0.6410040830679566	0.018184724233354377
GATA1	FN3KRP	0.6698643430988953	0.0
NFYB	REXO1L1	0.6655624123231635	0.0
CTCFL	TUBGCP3	0.6658705043184305	7.115492800746637E-5
TAF7	C20orf166	0.6651746445466706	0.0
SMC3	CCDC151	0.6471876338761925	7.115492800746637E-5
CEBPZ	TSNAX	0.7026606543114562	2.0267808875651383E-7
NFYB	PDIK1L	0.6781908123891984	2.0267808875651383E-7
SMC3	CCDC140	0.6052991744154438	0.0011875589665533148
BDP1	FASTKD5	0.6715740088455812	0.0
TAF1	RBM27	0.6352674077596843	0.018184724233354377
SMC3	CCDC122	0.5803897103624263	0.0011875589665533148
SMC3	CCDC123	0.6554149797922326	0.0011875589665533148
SP2	PPIG	0.691026094379862	7.115492800746637E-5
RCOR1	MAFF	0.6511789919463192	3.938213563037252E-6
KAT2A	JRKL	0.614195723158325	9.824611124642502E-9
USF2	MRPL9	0.6342169191259661	0.0011875589665533148
TAF7	HSPB1	0.7433793792285341	0.018184724233354377
RBBP5	MORN2	0.737643183972462	3.938213563037252E-6
RBBP5	MORF4	0.6558187177229623	0.0
BDP1	TJP1	0.7214241920163015	9.824611124642502E-9
ZNF384	MLANA	0.6258547896875792	3.938213563037252E-6
BDP1	FAM98B	0.7033592383497572	0.0
ZBTB7A	C10orf95	0.6421005137474706	3.938213563037252E-6
SMARCC2	PVALB	0.6421965780127475	3.938213563037252E-6
TAF7	KIAA0100	0.6952517244303783	3.938213563037252E-6
GABPA	C17orf61	0.6843546455060706	0.0
ATF2	IWS1	0.6183669640471149	7.115492800746637E-5
ZNF274	PALB2	0.7140360098866924	0.0
GABPA	C17orf95	0.6612782318230502	2.0267808875651383E-7
NFYA	STK38L	0.6048223839680448	0.0
NCOR1	ROCK2	0.6253334663565958	7.115492800746637E-5
ESRRA	ACADVL	0.5846380052959286	0.018184724233354377
RCOR1	ALOX5AP	0.6117626346650403	0.0
ZNF143	METTL2A	0.667018613257451	0.0011875589665533148
UBTF	C4orf41	0.5868897701800673	0.0011875589665533148
UBTF	C4orf43	0.6881991979526567	0.0011875589665533148
TAF7	KIAA0195	0.6126173718866473	0.018184724233354377
NFATC1	TEX9	0.6028519500032147	3.938213563037252E-6
ZC3H11A	SV2B	0.6633035103163611	0.018184724233354377
WRNIP1	ECHS1	0.640196672294854	0.0011875589665533148
ZNF143	METTL7A	0.6521190023982161	0.0
BDP1	C9orf84	0.7128567922498281	0.0
UBTF	C4orf23	0.6719638541798206	7.115492800746637E-5
HMGN3	ZCCHC13	0.6832984302490571	0.0
MXI1	RNF112	0.7399655149875658	0.0
GATA1	HIST1H2AL	0.6554804260762974	7.115492800746637E-5
ELF1	FNBP1L	0.6987657489921743	0.0
E2F4	KCNQ4	0.6872846306242192	9.824611124642502E-9
GATA1	HIST1H2BE	0.6182517558853181	0.0011875589665533148
GATA1	HIST1H2BI	0.656257097781446	0.018184724233354377
TAF7	KIAA0090	0.6731895152000091	0.0
KDM4A	CHCHD8	0.6165293741652023	0.018184724233354377
BDP1	THBD	0.7353473330478305	0.0011875589665533148
E2F4	KCNH2	0.671524052092217	7.115492800746637E-5
TAF7	KIAA0020	0.6419868304694436	7.115492800746637E-5
POLR2A	TFDP3	0.6287941600704111	7.115492800746637E-5
SMARCC2	SETD1A	0.6749369838765212	0.0
POLR3A	DDX31	0.651144389879033	0.0
SMC3	PSMG3	0.6206795998711001	0.0011875589665533148
POLR3A	DDX20	0.6684198559511553	0.0
POLR3A	DDX58	0.6364380189798134	3.6387448609787043E-10
CEBPB	GLTP	0.6323076163302704	0.018184724233354377
POLR3A	DDX10	0.6078488094249292	0.0
SMARCC2	SUPT3H	0.6818029730865395	2.0267808875651383E-7
TAF7	MED24	0.6912111322988056	3.6387448609787043E-10
TAF7	MED28	0.649023516293702	0.0011875589665533148
NFYB	MUTYH	0.6293750259052285	2.0267808875651383E-7
KDM5B	tAKR	0.6512873648704468	7.115492800746637E-5
CHD4	COMMD7	0.6425168015363166	0.0
ZZZ3	CYBASC3	0.6471013526813694	0.0
KDM1A	LRBA	0.6301626503021622	0.018184724233354377
GATA2	MIB1	0.5972322277502145	9.824611124642502E-9
CHD4	CDC123	0.654316375882526	2.0267808875651383E-7
ARID3A	ADNP2	0.6402670842695889	0.0
TFAP2C	PELP1	0.7232320527699985	3.938213563037252E-6
GATA1	AQP10	0.6260111448095967	0.0
USF1	CTSE	0.6329528502421229	3.6387448609787043E-10
BCLAF1	TTC32	0.6541428205558077	0.018184724233354377
CEBPZ	FYTTD1	0.6365373423959214	0.018184724233354377
ZBTB33	C9orf117	0.6088980408660262	0.018184724233354377
KDM1A	LSM2	0.6969022854909968	0.0
TFAP2C	C8orf37	0.6644123539244393	9.824611124642502E-9
SMARCC2	TOPBP1	0.7298328103446972	0.0
GTF2F1	HNRNPA0	0.6670089675042303	0.0
ZBTB33	C9orf103	0.6477798023472893	0.0011875589665533148
KDM5B	GRAPL	0.621461894550621	0.0
HDAC6	LRTOMT	0.6142578069616449	0.0
MXI1	MARK4	0.6512255880949259	0.018184724233354377
FOXM1	HMGB2	0.6057742742988634	3.6387448609787043E-10
SMARCC1	HAUS1	0.5858357367024505	0.0011875589665533148
NCOR1	XKR5	0.6032626778396705	0.018184724233354377
TBP	RUSC2	0.6157652231453209	7.115492800746637E-5
THAP1	SLC35F3	0.6380072318894352	3.938213563037252E-6
ZNF274	SUPT4H1	0.6789364273944216	0.018184724233354377
POU2F2	OR2L8	0.6405928678763384	0.0011875589665533148
IRF3	ESYT1	0.6066351986188209	0.018184724233354377
GTF2F1	CYTH4	0.6380299456551761	0.0011875589665533148
ZNF274	GUF1	0.6819689814944778	0.0
ELF1	TCTE3	0.700355627283544	0.0
NFATC1	TBCD	0.6532374549788524	0.0
POU2F2	OR2L2	0.648581818180807	0.018184724233354377
TAF7	MEGF6	0.6705082157341784	0.0011875589665533148
TAF7	MEGF8	0.6434054414599674	7.115492800746637E-5
HSF1	UMODL1	0.6970153895667932	0.0011875589665533148
BDP1	TLN1	0.7399768500629522	0.0
ELF1	CYorf15A	0.6113997946638936	3.6387448609787043E-10
GABPA	FAM46C	0.636821532425679	0.0011875589665533148
BDP1	ZCCHC13	0.6878270822013305	0.0
CTCFL	VPREB3	0.6391352088668936	0.018184724233354377
ZNF384	VPS13D	0.6522335996948406	0.0011875589665533148
ATF3	ZFP42	0.63351445008821	0.018184724233354377
KAT2B	GABARAPL3	0.6501002269053152	0.018184724233354377
CBX2	BZW2	0.6736827376027051	0.018184724233354377
ZNF274	TRIM54	0.6699363439273672	0.0
ZNF274	TRIM40	0.676789904361103	0.0
IRF3	B3GAT3	0.6636709304575644	0.0
WRNIP1	GPR173	0.6498279206297363	7.115492800746637E-5
ZBTB33	UBASH3B	0.6384809505876567	0.0
HMGN3	FAM83F	0.5975080398458728	0.0
GABPA	MAPKAP1	0.6537903165471195	0.0011875589665533148
TBL1XR1	PYY	0.6125794166068524	2.0267808875651383E-7
RCOR1	MRPS35	0.636815735223517	0.018184724233354377
POU5F1	NUDT12	0.6088937668940305	0.0011875589665533148
KDM5B	GOLPH3	0.6537417031564986	0.0011875589665533148
ZC3H11A	SMG5	0.6096837617017594	0.0
BDP1	AEBP2	0.6610287705821533	0.018184724233354377
SREBF2	TBCCD1	0.6922601669937455	0.0
PBX3	C20orf56	0.6389886302438404	0.0011875589665533148
HDAC2	TCP11L1	0.6433148299620901	0.0
KAT2B	LRRFIP1	0.6020535262580977	0.0011875589665533148
ZNF274	KPNB1	0.6581606619466812	0.0
ZNF274	KPNA5	0.685258460320434	0.018184724233354377
KDM1A	SMARCC2	0.6956621618177785	0.0011875589665533148
KDM1A	SMARCC1	0.6527846857270942	3.938213563037252E-6
ETS1	UBE2C	0.6726602723566505	3.938213563037252E-6
ELK4	EIF1AD	0.6508472881713587	0.0011875589665533148
BDP1	UBP1	0.6675587761057894	0.0
NR2C2	PDDC1	0.6183443036239199	3.938213563037252E-6
KAT2A	EXTL2	0.6294645633243054	7.115492800746637E-5
UBTF	SAFB	0.6153581237922985	0.018184724233354377
HCFC1	SLC25A6	0.6304745871839726	0.0011875589665533148
MXI1	MAGOH	0.6426866924492612	0.018184724233354377
CHD1	SUPT7L	0.6232579464884338	0.0011875589665533148
HCFC1	C19orf10	0.6596861730825551	7.115492800746637E-5
GTF2F1	KARS	0.7081150931078184	0.0
CBX3	DNAJA1	0.7147994129873406	0.0
NCOR1	DIS3L2	0.6164085449641957	0.018184724233354377
CBX3	DNAJC8	0.6599434159890291	0.018184724233354377
HCFC1	C19orf43	0.6461157913162285	0.018184724233354377
HCFC1	C19orf61	0.6662447940543597	9.824611124642502E-9
NFYB	TOR1A	0.6479399211888128	3.938213563037252E-6
KDM4A	SMAD1	0.6318238003340405	0.018184724233354377
ZC3H11A	MRPS18B	0.6376895877449927	7.115492800746637E-5
CHD1	YOD1	0.6533505317070385	0.018184724233354377
HMGN3	RAB15	0.6399022849349026	3.6387448609787043E-10
BCLAF1	MYST2	0.6314927442257369	3.6387448609787043E-10
SMC3	PRR12	0.6260915288904316	3.938213563037252E-6
POU5F1	ADAM29	0.6506265931333244	0.0011875589665533148
E2F6	KIAA0368	0.6459319406377123	3.938213563037252E-6
MXI1	HOOK2	0.6319473193947897	0.0
CEBPZ	TRPT1	0.6465042075769596	0.0
PML	RPH3A	0.6215698587737767	7.115492800746637E-5
KDM1A	SUMO3	0.7505132376302078	3.6387448609787043E-10
CHD4	C9orf93	0.6606961967219713	0.0
ESRRA	LRRC58	0.6815642421241984	0.0011875589665533148
CEBPD	ZMYND8	0.6196888814174067	3.938213563037252E-6
GABPA	CNOT3	0.6896742986877582	0.0
GABPA	CNOT8	0.7454663237200454	0.0
USF2	REEP1	0.7094592699631838	0.0
SMARCC2	UGGT1	0.6352281493649928	0.0
ZC3H11A	SHQ1	0.62673749285403	0.018184724233354377
ZBTB7A	GTF3C2	0.6390834080534699	0.0
ZBTB7A	GTF3C5	0.6820385014632003	3.938213563037252E-6
GATA3	CAMK2N1	0.620091146561805	0.018184724233354377
ZZZ3	ALDOA	0.6149568059144642	0.0011875589665533148
KDM1A	APEX1	0.6398251517051583	2.0267808875651383E-7
GTF3C2	PITRM1	0.5636652771750693	7.115492800746637E-5
KAT2B	GSPT1	0.6449759782479615	0.0
CHD1	GUCY2C	0.6566033953315475	0.018184724233354377
ATF2	MARK3	0.6417378232969954	0.018184724233354377
TFAP2C	YY1AP1	0.6935183336178243	0.0
CCNT2	ZMAT3	0.6148627756282804	7.115492800746637E-5
ZNF143	C2orf61	0.6365911020041782	0.018184724233354377
ZNF143	C2orf65	0.7095310380535539	0.0011875589665533148
CEBPZ	TRNP1	0.6699925091541521	0.0
KDM5A	SNORA19	0.6279973550149138	0.018184724233354377
ELF1	ZBTB10	0.6367598580319346	0.0
ELF1	ZBTB38	0.7512074154883724	0.0011875589665533148
KAT2A	CIRH1A	0.6888217689652575	0.0
ELF1	ZBTB44	0.6219991937647177	0.018184724233354377
ELK4	SNORD43	0.6855032308860495	0.0011875589665533148
TBL1XR1	GNE	0.6425423685441779	0.018184724233354377
CBX2	CCL5	0.6927835431380325	0.0011875589665533148
SP1	TEAD3	0.6331622190057893	7.115492800746637E-5
ZNF143	C2orf47	0.6832014723268273	0.0
ZNF143	C2orf44	0.6550478047846734	0.0
CBX3	SUV420H1	0.6337357601623647	7.115492800746637E-5
CEBPB	ALKBH4	0.573500175544292	0.018184724233354377
ZNF274	GUCY1A3	0.6478609765229756	9.824611124642502E-9
SAP30	C13orf23	0.6532746173156412	0.018184724233354377
ATF2	DNAJC17	0.6670524456217902	3.6387448609787043E-10
NFYA	KBTBD4	0.6217591782449348	2.0267808875651383E-7
KAT2A	KDSR	0.6306027010567258	9.824611124642502E-9
HDAC2	GALNT8	0.69320669059264	0.0011875589665533148
GABPA	USP11	0.6693520414905809	0.0
GABPA	USP13	0.6079858601269506	0.018184724233354377
GABPA	USP21	0.6235675216595227	7.115492800746637E-5
MXI1	ANKRD9	0.667700450252117	0.0011875589665533148
GTF3C2	ACCSL	0.6472358139482837	3.938213563037252E-6
ZC3H11A	SETX	0.6157416191655027	0.0011875589665533148
HCFC1	COX4NB	0.6157360977461395	0.0011875589665533148
SUZ12	GNB2L1	0.628771916940444	0.0011875589665533148
KAT2A	AHDC1	0.6576207378466818	0.0011875589665533148
UBTF	SOX5	0.6775399724677587	0.018184724233354377
E2F6	ADCY7	0.6074745954207709	0.0011875589665533148
IRF4	TNFRSF19	0.6573104406449929	3.938213563037252E-6
CBX2	CASK	0.6009045764214268	0.018184724233354377
CEBPZ	TRYX3	0.6703038652806419	0.0
RBBP5	RBBP8	0.6386883654238457	7.115492800746637E-5
KDM5B	GOLIM4	0.6313193404975489	9.824611124642502E-9
UBTF	SNX5	0.6663564898037069	0.018184724233354377
HCFC1	COX6B1	0.6289330399341722	0.018184724233354377
TBL1XR1	FTO	0.6375797195496749	0.0
RCOR1	MRPL42	0.6286362306214528	0.0011875589665533148
TAF7	UBASH3B	0.6838465489590193	0.0011875589665533148
ETS1	GNAO1	0.7216552044165373	0.0
KDM1A	ODF2L	0.6914218723818062	0.0011875589665533148
ZC3H11A	UNC5B	0.624198955540775	9.824611124642502E-9
IKZF1	TMEM60	0.575246671885383	0.018184724233354377
GTF3C2	MPV17L2	0.707712500779542	0.0
IKZF1	TMEM59	0.648394652264677	7.115492800746637E-5
E2F1	ESCO2	0.6172604012722934	3.938213563037252E-6
ZNF384	HNRPDL	0.6152732519210451	0.0011875589665533148
GABPA	KHDRBS1	0.6454659417112595	0.0
USF1	DGKD	0.6279690918112633	0.0011875589665533148
TBL1XR1	CKM	0.6520557102135499	0.0
RCOR1	LRBA	0.6223501488756734	0.0
MYBL2	CATSPERG	0.648395455579004	3.938213563037252E-6
SMARCC1	CPSF7	0.6755458831636871	0.0011875589665533148
SMARCC1	CPSF2	0.5856109140096403	0.0011875589665533148
ARID3A	PRPF19	0.6439391962942899	9.824611124642502E-9
KAT2A	CPT1B	0.6162420403187387	2.0267808875651383E-7
RCOR1	HDAC4	0.6464278508513341	0.0011875589665533148
ZNF274	TRYX3	0.6966421340305148	0.0
STAT2	PARP9	0.6271730473014453	0.0
GATA3	SEPT11	0.7321788167126552	7.115492800746637E-5
TRIM28	ZCWPW1	0.6298777721922636	0.018184724233354377
POLR2A	AKIRIN1	0.5894127679079321	0.0011875589665533148
BCLAF1	TSPY2	0.6371163631642642	0.018184724233354377
GABPA	FAM76B	0.7084902562809915	3.6387448609787043E-10
ARID3A	PRPF39	0.6167801928797151	0.018184724233354377
ARID3A	PRPF4B	0.7208903992178588	2.0267808875651383E-7
ETS1	GNGT2	0.668886882625507	3.6387448609787043E-10
ZNF143	ZNF8	0.6514407449514702	3.6387448609787043E-10
ZNF143	ZNF3	0.6521018815265285	7.115492800746637E-5
ELF1	FOXO4	0.6650458425841945	0.0
TFAP2C	BPNT1	0.5967240903476607	0.0011875589665533148
GABPA	FAM73A	0.6678305739133702	0.0
STAT5A	IL22RA1	0.7421778537372052	0.0
POLR2A	CLINT1	0.6483331186815667	7.115492800746637E-5
TAF7	RPL13A	0.6266874770943515	0.018184724233354377
BRF1	NT5C1A	0.6350515103703773	7.115492800746637E-5
ESRRA	RHOV	0.5818506842423532	0.018184724233354377
SMARCC2	TOP1P2	0.7067077110740018	7.115492800746637E-5
SMARCB1	ANAPC11	0.6296876786076644	7.115492800746637E-5
MAFF	MPEG1	0.7112668801821472	0.0
NFYA	CCDC21	0.714693752952059	0.0
CEBPD	NLRC4	0.6021115254624569	0.0011875589665533148
GTF2F1	KLF1	0.5849597097658212	0.0011875589665533148
TFAP2C	IBTK	0.6661925261232742	0.0
BRF1	THYN1	0.6868186663231303	0.0
GTF3C2	ACBD4	0.6708305043320159	0.018184724233354377
SMARCC1	AHDC1	0.6347498667615509	3.6387448609787043E-10
IRF4	PPARD	0.6602313072252003	0.0
GTF2F1	SGK223	0.6580906433685517	7.115492800746637E-5
YY1	FKBP11	0.6247738654282012	0.018184724233354377
GABPA	FAM96B	0.6747359561702096	0.0011875589665533148
NCOR1	BRWD3	0.6704659989533187	0.0
GTF3C2	ACACA	0.6643032627207952	0.0
MXI1	ANKLE2	0.6666209413278357	7.115492800746637E-5
IRF3	SGSM3	0.646307089669752	2.0267808875651383E-7
IKZF1	TBC1D26	0.6050291775786799	7.115492800746637E-5
ELF1	KAT2B	0.6173460207067677	0.0
CHD4	CNPY3	0.6212357769025889	9.824611124642502E-9
HDAC6	NIT1	0.5931503923031849	0.018184724233354377
ATF2	CCDC83	0.6350073562391642	7.115492800746637E-5
ATF2	CCDC60	0.6416790433763382	7.115492800746637E-5
HDAC2	GUCY1A3	0.686541402639047	0.018184724233354377
CHD1	C2CD2	0.6701032156474026	0.0
ATF2	CCDC55	0.6820669788150671	0.018184724233354377
ATF2	CCDC53	0.6487825697670404	0.0
SMARCA4	ZC3H15	0.6525799909994751	0.0011875589665533148
CHD4	HSD17B4	0.7186533143912308	0.018184724233354377
ATF2	CCDC91	0.6825272190148086	2.0267808875651383E-7
IRF4	PROM1	0.6767670848591856	0.018184724233354377
NR2C2	GCET2	0.6994447837257635	0.0011875589665533148
BDP1	U2AF1L4	0.671387363332218	0.0
CEBPZ	BOD1L	0.6281945558019931	0.018184724233354377
ETS1	GPSM2	0.6692328153180035	0.018184724233354377
POLR3A	FAM161B	0.6402618279734378	0.018184724233354377
TFAP2C	PIBF1	0.6177159256729635	7.115492800746637E-5
NFE2	THBS3	0.5952875497465435	0.0011875589665533148
HMGN3	TMCO2	0.6128863753948816	0.018184724233354377
NFE2	EPT1	0.6361890662447401	9.824611124642502E-9
ETS1	GPR68	0.6768376344859294	0.0
RNF2	JMJD5	0.6535681361625918	2.0267808875651383E-7
STAT5A	CD276	0.6657500039119744	0.0
SP1	SEPT11	0.7069479151636265	0.0
KAT2A	C1orf97	0.706734064817892	0.0011875589665533148
CEBPD	CEBPB	0.6774363764751122	0.0
MAFF	RASSF5	0.5861422781368792	0.018184724233354377
STAT5A	CD2AP	0.7361100642461287	0.0
ZC3H11A	KIAA0195	0.645593666863893	0.018184724233354377
RBBP5	DNAJC11	0.5964802453646765	0.0011875589665533148
TBL1XR1	MTRF1L	0.6974123242086903	9.824611124642502E-9
GTF3C2	ACOX3	0.6604546173205563	0.0
CBX8	ZSWIM6	0.6251040768592088	0.0
CREB1	BPTF	0.6033220202478898	0.018184724233354377
CBX8	ASPSCR1	0.699754254427621	9.824611124642502E-9
UBTF	WBP4	0.606924020693761	0.018184724233354377
POLR3A	FAM186B	0.6942675129245469	0.0
WRNIP1	OTUD6B	0.6554901540834722	0.018184724233354377
E2F4	SLC22A25	0.681466374617546	0.0
TAF1	XAGE1D	0.6660532168878758	3.6387448609787043E-10
IRF3	SCAND3	0.5888451574584861	0.018184724233354377
E2F4	SLC1A6	0.6574043978283368	0.0
ZNF274	LOC100272146	0.6582593137944902	7.115492800746637E-5
TAF1	OSBPL8	0.7191090548700182	0.0
GTF2F1	MRPL54	0.6431109842975593	0.018184724233354377
GTF2F1	MRPL52	0.6139924641779372	0.0
RCOR1	NOD2	0.60863147591577	0.018184724233354377
GTF2F1	MRPL55	0.6503825594403359	0.0
HSF1	MRPS12	0.7250136872206789	2.0267808875651383E-7
GTF2F1	MRPL24	0.6373614220919248	7.115492800746637E-5
GTF2F1	MRPL22	0.6728820841442583	0.0
USF1	GMNN	0.6537345473591191	9.824611124642502E-9
POLR2A	KDM3B	0.6818791197771668	0.0
ELK4	RNF41	0.6790408953124021	3.938213563037252E-6
CHD4	DNAJC19	0.6011948522691565	0.0
CHD4	DNAJC12	0.6546954606313414	7.115492800746637E-5
CHD4	DNAJC10	0.6527357863335524	0.018184724233354377
CHD4	DNAJC15	0.6523499775308027	0.0
ELK4	RNF39	0.6790591483481802	0.0
GTF3C2	FAF2	0.683031347925761	0.0
PML	WDR26	0.6635139108353267	0.018184724233354377
POLR3A	FAM178A	0.6757726269278745	0.0011875589665533148
NFYA	PPARA	0.6489371726737628	0.018184724233354377
TBP	RWDD1	0.6156522742468975	7.115492800746637E-5
ZC3H11A	TMEM170B	0.6744816447544779	0.018184724233354377
ELK4	PEX10	0.6380866326358289	0.0011875589665533148
CBX8	ORAI3	0.6494667080369227	9.824611124642502E-9
POLR2A	BAZ2A	0.6674023624168266	0.0011875589665533148
CBX3	IMPACT	0.7393640359485354	0.0
KAT2B	MARCH8	0.6623046816034228	0.0
KAT2B	MARCH5	0.5763241470491443	0.018184724233354377
POLR2A	MLXIP	0.6677106405974663	3.6387448609787043E-10
BCLAF1	BRMS1	0.6573591777191582	3.938213563037252E-6
MAFF	NCF2	0.677754484545623	3.938213563037252E-6
E2F4	SLC2A4	0.6347737522816154	0.0
MAFF	CCL3L1	0.6595257348374755	0.018184724233354377
GTF3C2	ACIN1	0.7118609801387271	7.115492800746637E-5
HDAC2	SDF2L1	0.7440535046558676	0.0
KAT2B	NOMO1	0.6155417371545917	0.0
ZC3H11A	KIAA0406	0.6539676531622141	0.0011875589665533148
ESRRA	POLD4	0.6813368475591899	0.0011875589665533148
THAP1	DDX49	0.7219578947337886	2.0267808875651383E-7
TAF7	RNF208	0.7126009292511873	0.018184724233354377
BCLAF1	BRPF1	0.6909640013063235	7.115492800746637E-5
HDAC2	RAD54L	0.6501986711713973	3.938213563037252E-6
MYBL2	FAHD1	0.6115505617158566	3.938213563037252E-6
ETS1	RNF215	0.6045631928743682	7.115492800746637E-5
SP4	CAPN7	0.6288586271550549	3.6387448609787043E-10
KDM1A	OSBP	0.7237119301570906	0.0
USF1	GGCT	0.6155363509920168	0.018184724233354377
THAP1	HUS1B	0.6273191892705555	0.018184724233354377
SMARCA4	IGSF8	0.6449851933884416	0.018184724233354377
KDM1A	DYNC2LI1	0.6419843743051684	9.824611124642502E-9
RUNX3	TESC	0.651869448408903	0.0011875589665533148
