V1,V2
OR10Z1,PRKACB
OR11A1,PRKACB
OR11G2,PRKACB
OR11H1,PRKACB
OR11H12,PRKACB
OR11H2,PRKACB
OR11H4,PRKACB
OR11H6,PRKACB
OR11H7,PRKACB
OR11L1,PRKACB
OR12D2,PRKACB
OR12D3,PRKACB
OR13A1,PRKACB
OR13C2,PRKACB
OR13C3,PRKACB
OR13C4,PRKACB
OR13C5,PRKACB
OR13C8,PRKACB
OR13C9,PRKACB
OR13D1,PRKACB
OR13F1,PRKACB
OR13G1,PRKACB
OR13H1,PRKACB
OR13J1,PRKACB
OR14A16,PRKACB
OR14C36,PRKACB
OR14I1,PRKACB
OR14J1,PRKACB
OR1A1,PRKACB
OR1A2,PRKACB
OR1B1,PRKACB
OR1C1,PRKACB
OR1D2,PRKACB
OR1D5,PRKACB
OR1E1,PRKACB
OR1E2,PRKACB
OR1F1,PRKACB
OR1G1,PRKACB
OR1I1,PRKACB
OR1J1,PRKACB
OR1J2,PRKACB
OR1J4,PRKACB
OR1K1,PRKACB
OR1L1,PRKACB
OR1L3,PRKACB
OR1L4,PRKACB
OR1L6,PRKACB
OR1L8,PRKACB
OR1M1,PRKACB
OR1N1,PRKACB
OR1N2,PRKACB
OR1Q1,PRKACB
OR1S1,PRKACB
OR1S2,PRKACB
OR2A1,PRKACB
OR2A12,PRKACB
OR2A14,PRKACB
OR2A2,PRKACB
OR2A25,PRKACB
OR2A4,PRKACB
OR2A5,PRKACB
OR2A7,PRKACB
OR2AE1,PRKACB
OR2AG1,PRKACB
OR2AG2,PRKACB
OR2AK2,PRKACB
OR2AP1,PRKACB
OR2AT4,PRKACB
OR2B11,PRKACB
OR2B2,PRKACB
OR2B3,PRKACB
OR2B6,PRKACB
OR2C1,PRKACB
OR2C3,PRKACB
OR2D2,PRKACB
OR2D3,PRKACB
OR2F1,PRKACB
OR2F2,PRKACB
OR2G2,PRKACB
OR2G3,PRKACB
OR2G6,PRKACB
OR2H1,PRKACB
OR2H2,PRKACB
OR2J1,PRKACB
OR2J2,PRKACB
OR2J3,PRKACB
OR2K2,PRKACB
OR2L13,PRKACB
OR2L2,PRKACB
OR2L3,PRKACB
OR2L5,PRKACB
OR2L8,PRKACB
OR2M2,PRKACB
OR2M3,PRKACB
OR2M4,PRKACB
OR2M5,PRKACB
OR2M7,PRKACB
OR2S2,PRKACB
OR2T1,PRKACB
OR2T10,PRKACB
OR2T11,PRKACB
OR2T12,PRKACB
OR2T2,PRKACB
OR2T27,PRKACB
OR2T29,PRKACB
OR2T3,PRKACB
OR2T33,PRKACB
OR2T34,PRKACB
OR2T35,PRKACB
OR2T4,PRKACB
OR2T5,PRKACB
OR2T6,PRKACB
OR2T8,PRKACB
OR2V1,PRKACB
OR2V2,PRKACB
OR2W1,PRKACB
OR2W3,PRKACB
OR2W5,PRKACB
OR2Y1,PRKACB
OR2Z1,PRKACB
OR3A1,PRKACB
OR3A2,PRKACB
OR3A3,PRKACB
OR4A15,PRKACB
OR4A16,PRKACB
OR4A47,PRKACB
OR4A5,PRKACB
OR4B1,PRKACB
OR4C11,PRKACB
OR4C12,PRKACB
OR4C13,PRKACB
OR4C15,PRKACB
OR4C16,PRKACB
OR4C3,PRKACB
OR4C46,PRKACB
OR4C5,PRKACB
OR4C6,PRKACB
OR4D1,PRKACB
OR4D10,PRKACB
OR4D11,PRKACB
OR4D2,PRKACB
OR4D5,PRKACB
OR4D6,PRKACB
OR4D9,PRKACB
OR4E1,PRKACB
OR4E2,PRKACB
OR4F15,PRKACB
OR4F17,PRKACB
OR4F21,PRKACB
OR4F3,PRKACB
OR4F4,PRKACB
OR4F5,PRKACB
OR4F6,PRKACB
OR4K1,PRKACB
OR4K13,PRKACB
OR4K14,PRKACB
OR4K15,PRKACB
OR4K17,PRKACB
OR4K2,PRKACB
OR4K5,PRKACB
OR4L1,PRKACB
OR4M1,PRKACB
OR4M2,PRKACB
OR4N2,PRKACB
OR4N4,PRKACB
OR4N5,PRKACB
OR4P4,PRKACB
OR4Q3,PRKACB
OR4S1,PRKACB
OR4S2,PRKACB
OR4X1,PRKACB
OR4X2,PRKACB
OR51A2,PRKACB
OR51A4,PRKACB
OR51A7,PRKACB
OR51B2,PRKACB
OR51B4,PRKACB
OR51B5,PRKACB
OR51B6,PRKACB
OR51D1,PRKACB
OR51E1,PRKACB
OR51E2,PRKACB
OR51F1,PRKACB
OR51F2,PRKACB
OR51G1,PRKACB
OR51G2,PRKACB
OR51H1,PRKACB
OR51I1,PRKACB
OR51I2,PRKACB
OR51J1,PRKACB
OR51L1,PRKACB
OR51M1,PRKACB
OR51Q1,PRKACB
OR51S1,PRKACB
OR51T1,PRKACB
OR51V1,PRKACB
OR52A1,PRKACB
OR52A5,PRKACB
OR52B2,PRKACB
OR52B4,PRKACB
OR52B6,PRKACB
OR52D1,PRKACB
OR52E1,PRKACB
OR52E2,PRKACB
OR52E4,PRKACB
OR52E6,PRKACB
OR52E8,PRKACB
OR52H1,PRKACB
OR52I1,PRKACB
OR52I2,PRKACB
OR52J3,PRKACB
OR52K1,PRKACB
OR52K2,PRKACB
OR52L1,PRKACB
OR52M1,PRKACB
OR52N1,PRKACB
OR52N2,PRKACB
OR52N4,PRKACB
OR52N5,PRKACB
OR52R1,PRKACB
OR52W1,PRKACB
OR52Z1,PRKACB
OR56A1,PRKACB
OR56A3,PRKACB
OR56A4,PRKACB
OR56A5,PRKACB
OR56B1,PRKACB
OR56B4,PRKACB
OR5A1,PRKACB
OR5A2,PRKACB
OR5AC2,PRKACB
OR5AK2,PRKACB
OR5AN1,PRKACB
OR5AP2,PRKACB
OR5AR1,PRKACB
OR5AS1,PRKACB
OR5AU1,PRKACB
OR5B12,PRKACB
OR5B17,PRKACB
OR5B2,PRKACB
OR5B21,PRKACB
OR5B3,PRKACB
OR5C1,PRKACB
OR5D13,PRKACB
OR5D14,PRKACB
OR5D16,PRKACB
OR5D18,PRKACB
OR5F1,PRKACB
OR5H1,PRKACB
OR5H14,PRKACB
OR5H15,PRKACB
OR5H2,PRKACB
OR5H6,PRKACB
OR5I1,PRKACB
OR5J2,PRKACB
OR5K1,PRKACB
OR5K2,PRKACB
OR5K3,PRKACB
OR5K4,PRKACB
OR5L1,PRKACB
OR5L2,PRKACB
OR5M1,PRKACB
OR5M10,PRKACB
OR5M11,PRKACB
OR5M3,PRKACB
OR5M8,PRKACB
OR5M9,PRKACB
OR5P2,PRKACB
OR5P3,PRKACB
OR5R1,PRKACB
OR5T1,PRKACB
OR5T2,PRKACB
OR5T3,PRKACB
OR5V1,PRKACB
OR5W2,PRKACB
OR6A2,PRKACB
OR6B1,PRKACB
OR6B2,PRKACB
OR6B3,PRKACB
OR6C1,PRKACB
OR6C2,PRKACB
OR6C3,PRKACB
OR6C4,PRKACB
OR6C6,PRKACB
OR6C65,PRKACB
OR6C68,PRKACB
OR6C70,PRKACB
OR6C74,PRKACB
OR6C75,PRKACB
OR6C76,PRKACB
OR6F1,PRKACB
OR6K2,PRKACB
OR6K3,PRKACB
OR6K6,PRKACB
OR6M1,PRKACB
OR6N1,PRKACB
OR6N2,PRKACB
OR6P1,PRKACB
OR6Q1,PRKACB
OR6S1,PRKACB
OR6T1,PRKACB
OR6V1,PRKACB
OR6X1,PRKACB
OR6Y1,PRKACB
OR7A10,PRKACB
OR7A17,PRKACB
OR7A5,PRKACB
OR7C1,PRKACB
OR7C2,PRKACB
OR7D2,PRKACB
OR7D4,PRKACB
OR7E24,PRKACB
OR7G1,PRKACB
OR7G2,PRKACB
OR7G3,PRKACB
OR8A1,PRKACB
OR8B12,PRKACB
OR8B2,PRKACB
OR8B3,PRKACB
OR8B4,PRKACB
OR8B8,PRKACB
OR8D1,PRKACB
OR8D2,PRKACB
OR8D4,PRKACB
OR8G1,PRKACB
OR8G2P,PRKACB
OR8G5,PRKACB
OR8H1,PRKACB
OR8H2,PRKACB
OR8H3,PRKACB
OR8I2,PRKACB
OR8J1,PRKACB
OR8J3,PRKACB
OR8K1,PRKACB
OR8K3,PRKACB
OR8K5,PRKACB
OR8S1,PRKACB
OR8U1,PRKACB
OR8U9,PRKACB
OR9A2,PRKACB
OR9A4,PRKACB
OR9G1,PRKACB
OR9G4,PRKACB
OR9I1,PRKACB
OR9K2,PRKACB
OR9Q1,PRKACB
OR9Q2,PRKACB
ORAI1,PRKACA
ORAI1,PRKACB
ORAI1,STIM1
ORC1,ORC3
ORC1,ORC5
ORC1L,ORC3
ORC1L,ORC5
ORC2,ORC3
ORC2,ORC5
ORC3,ORC4
ORC3,ORC4L
ORC3,ORC5
ORC3,ORC5L
ORC3,ORC6
ORC3,POLA1
ORC3,POLA2
ORC3,POLE
ORC3,POLE2
ORC3,POLE3
ORC3,POLE4
ORC3,PRIM1
ORC3,PRIM2
ORC3,RPA1
ORC3,RPA2
ORC3,RPA3
ORC3,RPA4
ORC3L,ORC5
ORC4,ORC5
ORC4L,ORC5
ORC5,ORC6
ORC5,POLA1
ORC5,POLA2
ORC5,POLE
ORC5,POLE2
ORC5,POLE3
ORC5,POLE4
ORC5,PRIM1
ORC5,PRIM2
ORC5,RPA1
ORC5,RPA2
ORC5,RPA3
ORC5,RPA4
OSBPL8,SP3
OSGEP,TPRKB
OTUD3,PTEN
OTUD4,REL
PABPC1,PPP2CA
PABPC1,SMG1
PABPN1,SLU7
PACSIN2,TF
PAF1,SUPT6H
PAFAH1B1,PRKACB
PAK1,PXN
PAK2,SRC
PAPOLA,SLU7
PAPOLA,SP3
PARD3,PDK1
PARD3,PTEN
PARD3,TGFB1
PARD6A,PDK1
PARD6A,PTEN
PARD6A,TGFB1
PARD6B,PDK1
PARD6B,PTEN
PARD6G,PDK1
PARD6G,PTEN
PARK2,UBE2L6
PARK7,PTEN
PARK7,VPS37A
PARP1,POLG2
PARP1,XPC
PARVA,PXN
PARVB,PXN
PARVG,PXN
PASK,PHKB
PAX5,POU2F2
PAX8,PRKACB
PBX1,PRKACB
PBX3,POU2F2
PBX3,ZNF143
PBXIP1,SRC
PCBD1,PCBD2
PCBD1,SMARCA2
PCBP1,SLU7
PCBP2,SLU7
PCF11,POU2F2
PCF11,SLU7
PCF11,TAF5
PCF11,ZNF143
PCGF2,PHC3
PCNA,UBE2L6
PCNA,XPC
PCNT,VPS37A
PDC,PRKACB
PDCD10,PPP2CA
PDCD4,SP3
PDCD6IP,VPS37A
PDE10A,PRKACB
PDE3A,PRKACB
PDE3B,PRKACB
PDE4A,PRKACB
PDE4B,PRKACB
PDE4C,PRKACB
PDE4D,PRKACB
PDGFB,PTEN
PDGFB,SP3
PDGFRA,PTEN
PDGFRB,PTEN
PDHA1,PDK1
PDHA1,PDK2
PDHA2,PDK1
PDHA2,PDK2
PDHB,PDK1
PDHB,PDK2
PDHX,PDK1
PDHX,PDK2
PDK1,PDK2
PDK1,PDK3
PDK1,PDK4
PDK1,PIK3CA
PDK1,PIK3CA VARIANT PROTEIN
PDK1,PIK3CB
PDK1,PIK3CD
PDK1,PIK3R1
PDK1,PIK3R2
PDK1,PIK3R3
PDK1,PKN2
PDK1,PPARD
PDK1,PRKCZ
PDK1,RPS6KB1
PDK1,RXRA
PDK1,SGK3
PDK1,SRC
PDK1,YWHAQ
PDK2,PDK3
PDK2,PDK4
PDK2,PIK3R2
PDK2,PPARD
PDK2,PRKCA
PDK2,PRKCB
PDK2,RPS6KB1
PDK2,RXRA
PDK2,SGK1
PDK2,USF1
PDLIM2,TGFB1
PDPK1,PTEN
PDX1,PRKACB
PEBP1,PPP2CA
PEBP1,PPP2R5E
PEX11B,PEX3
PEX12,PEX3
PEX13,PEX3
PEX14,PEX3
PEX16,PEX3
PEX19,PEX3
PEX2,PEX3
PEX26,PEX3
PEX3,PXMP2
PEX3,PXMP4
PEX3,SLC25A17
PFDN1,PPP2CA
PFDN1,TUBB3
PFDN2,TUBB3
PFDN4,TUBB3
PFDN5,TUBB3
PFDN6,TUBB3
PFKFB1,PRKACB
PFKP,SP3
PFN1,TGFB1
PGGT1B,RABGGTA
PGR,PRKACB
PHAX,POU2F2
PHAX,TAF5
PHAX,ZNF143
PHC1,PHC3
PHC2,PHC3
PHC3,RING1
PHC3,RNF2
PHC3,RYBP
PHC3,SCMH1
PHC3,SUMO1
PHC3,SUMO2
PHC3,SUMO3
PHC3,UBE2I
PHF21A,SP3
PHF5A,SLU7
PHKA1,PHKB
PHKA1,PRKACB
PHKA2,PHKB
PHKA2,PRKACB
PHKB,PHKG1
PHKB,PHKG2
PHKB,PPP1CA
PHKB,PPP1CB
PHKB,PPP1CC
PHKB,PPP1R3A
PHKB,PPP1R3B
PHKB,PPP1R3C
PHKB,PPP1R3D
PHKB,PPP1R3E
PHKB,PPP1R3F
PHKB,PRKACA
PHKB,PRKACB
PHKB,PRKACG
PHKB,PYGB
PHKB,PYGL
PHKB,PYGM
PHKG1,PRKACB
PHKG2,PRKACB
PI4K2A,PTEN
PI4K2B,PTEN
PI4KA,PTEN
PI4KB,PTEN
PIAS1,SP3
PIH1D1,RPTOR
PIK3C2A,PTEN
PIK3C2A,TF
PIK3C2B,PTEN
PIK3C2B VARIANT PROTEIN,PTEN
PIK3C2G,PTEN
PIK3C3,PTEN
PIK3CA,PTEN
PIK3CA,PXN
PIK3CA VARIANT PROTEIN,PTEN
PIK3CB,PTEN
PIK3CD,PTEN
PIK3CG,PTEN
PIK3R1,PTEN
PIK3R1,PXN
PIK3R2,PTEN
PIK3R3,PTEN
PIK4CA VARIANT PROTEIN,PTEN
PIKFYVE,PTEN
PIM1,PPP2CA
PIN1,PPP2CA
PINK1,PTEN
PIP4K2A,PTEN
PIP4K2B,PTEN
PIP4K2C,PTEN
PIP4P1,PTEN
PIP4P2,PTEN
PIP5K1A,PTEN
PIP5K1B,PTEN
PIP5K1C,PTEN
PJA2,UBE2L6
PKIA,PRKACB
PKM,PRKACB
PLA2G10,TUBB3
PLA2R1,TGFB1
PLAGL2,VEZF1
PLAU,SERPINA1
PLCB1,PTEN
PLCB2,PTEN
PLCB3,PTEN
PLCB4,PTEN
PLCD1,PTEN
PLCD3,PTEN
PLCD4,PTEN
PLCE1,PTEN
PLCG1,PTEN
PLCG1,UBE2L6
PLCG1 VARIANT PROTEIN,PTEN
PLCG2,PTEN
PLCG2,SRC
PLCZ1,PTEN
PLEKHA1,PTEN
PLG,TGFB1
PLIN1,PRKACB
PLIN2,VPS37A
PLIN3,VPS37A
PLK1,PPP2CA
PLK1,PTEN
PLK1,TUBB3
PLK3,PTEN
PLN,PRKACB
PLRG1,SLU7
PML,PTEN
PNRC2,PPP2CA
PNRC2,SMG1
POLDIP3,SLU7
POLG,POLG2
POLG2,RPS3
POLG2,SMARCB1
POLG2,SP1
POLH,UBE2L6
POLI,UBE2L6
POLK,UBE2L6
POLR1C,ZNF143
POLR1D,ZNF143
POLR2,SUPT6H
POLR2A,POU2F2
POLR2A,SLU7
POLR2A,SUPT6H
POLR2A,TAF5
POLR2A,ZNF143
POLR2B,POU2F2
POLR2B,SLU7
POLR2B,SUPT6H
POLR2B,TAF5
POLR2B,ZNF143
POLR2C,POU2F2
POLR2C,SLU7
POLR2C,SUPT6H
POLR2C,TAF5
POLR2C,ZNF143
POLR2D,POU2F2
POLR2D,SLU7
POLR2D,SUPT6H
POLR2D,ZNF143
POLR2E,POU2F2
POLR2E,SLU7
POLR2E,SUPT6H
POLR2E,TAF5
POLR2E,ZNF143
POLR2F,POU2F2
POLR2F,SLU7
POLR2F,SUPT6H
POLR2F,ZNF143
POLR2G,POU2F2
POLR2G,SLU7
POLR2G,SUPT6H
POLR2G,TAF5
POLR2G,ZNF143
POLR2H,POU2F2
POLR2H,SLU7
POLR2H,SUPT6H
POLR2H,TAF5
POLR2H,ZNF143
POLR2I,POU2F2
POLR2I,SLU7
POLR2I,SUPT6H
POLR2I,ZNF143
POLR2J,POU2F2
POLR2J,SLU7
POLR2J,SUPT6H
POLR2J,ZNF143
POLR2K,POU2F2
POLR2K,SLU7
POLR2K,SUPT6H
POLR2K,ZNF143
POLR2L,POU2F2
POLR2L,SLU7
POLR2L,SUPT6H
POLR2L,TAF5
POLR2L,ZNF143
POLR3A,ZNF143
POLR3B,ZNF143
POLR3C,ZNF143
POLR3D,ZNF143
POLR3E,ZNF143
POLR3F,ZNF143
POLR3G,ZNF143
POLR3GL,ZNF143
POLR3H,ZNF143
POLR3K,ZNF143
POM121,SLU7
POM121C,SLU7
POTEKP,PXN
POU2AF1,POU2F2
POU2F1,ZNF143
POU2F2,POU4F1
POU2F2,PRRC2A
POU2F2,PTPN6
POU2F2,RELA
POU2F2,RPAP2
POU2F2,RPRD1A
POU2F2,RPRD1B
POU2F2,RPRD2
POU2F2,RUNX3
POU2F2,SNAPC1
POU2F2,SNAPC2
POU2F2,SNAPC3
POU2F2,SNAPC4
POU2F2,SNAPC5
POU2F2,SP1
POU2F2,SPI1
POU2F2,SPIB
POU2F2,SPN
POU2F2,SPP1
POU2F2,SRRT
POU2F2,SSU72
POU2F2,STAT1
POU2F2,STAT3
POU2F2,SUPT4H1
POU2F2,SUPT5H
POU2F2,TAF11
POU2F2,TAF13
POU2F2,TAF5
POU2F2,TAF6
POU2F2,TAF8
POU2F2,TAF9
POU2F2,TBP
POU2F2,TCF12
POU2F2,TET2
POU2F2,TFF1
POU2F2,TYMP
POU2F2,UBC
POU2F2,USF2
POU2F2,VIP
POU2F2,WWOX
POU2F2,YAP1
POU2F2,ZBTB32
POU2F2,ZC3H8
POU2F2,ZEB1
POU2F2,ZMIZ2
POU2F2,ZNF143
POU2F2,ZNF750
POU5F1,SP3
POU6F2,VEZF1
PPARA,PRKACB
PPARA,TGFB1
PPARG,TGFB1
PPARGC1A,TGFB1
PPAT,PPP2CA
PPAT,PRPS1
PPFIA1,PPP2R5E
PPFIA3,PPP2CA
PPIA,VPS37A
PPIE,SLU7
PPIG,SLU7
PPIL1,SLU7
PPIL2,TAF1
PPIL3,SLU7
PPM1B,UBE2L6
PPP1CA,PPP2R5E
PPP1CA,PTEN
PPP1CA,TGFB1
PPP1CB,TGFB1
PPP1CC,TGFB1
PPP1R12A,SP3
PPP1R15A,TGFB1
PPP1R17,PPP2CA
PPP1R1A,PPP2CA
PPP1R1A,PPP2R5E
PPP1R1A,PRKACB
PPP1R1B,PRKACB
PPP2CA,PPP2CB
PPP2CA,PPP2R1A
PPP2CA,PPP2R1B
PPP2CA,PPP2R2A
PPP2CA,PPP2R2B
PPP2CA,PPP2R2C
PPP2CA,PPP2R3A
PPP2CA,PPP2R3B
PPP2CA,PPP2R5A
PPP2CA,PPP2R5B
PPP2CA,PPP2R5C
PPP2CA,PPP2R5D
PPP2CA,PPP2R5E
PPP2CA,PPP3CB
PPP2CA,PPP4C
PPP2CA,PPP4R1
PPP2CA,PPP4R1L
PPP2CA,PPP5C
PPP2CA,PPP6C
PPP2CA,PRKAR1A
PPP2CA,PRKCA
PPP2CA,PRKCB
PPP2CA,PRKCD
PPP2CA,PRKCG
PPP2CA,PRKCI
PPP2CA,PRKCZ
PPP2CA,PSMC6
PPP2CA,PTBP1
PPP2CA,PTBP3
PPP2CA,PTPA
PPP2CA,PTPN11
PPP2CA,RAF1
PPP2CA,RB1
PPP2CA,RBM20
PPP2CA,RBM8A
PPP2CA,REC8
PPP2CA,RELA
PPP2CA,RHOA
PPP2CA,RHOB
PPP2CA,RNPS1
PPP2CA,RP9
PPP2CA,RPA1
PPP2CA,RPL10
PPP2CA,RPL10A
PPP2CA,RPL11
PPP2CA,RPL12
PPP2CA,RPL13
PPP2CA,RPL13A
PPP2CA,RPL14
PPP2CA,RPL15
PPP2CA,RPL17
PPP2CA,RPL18
PPP2CA,RPL18A
PPP2CA,RPL19
PPP2CA,RPL21
PPP2CA,RPL22
PPP2CA,RPL23
PPP2CA,RPL23A
PPP2CA,RPL24
PPP2CA,RPL26
PPP2CA,RPL27
PPP2CA,RPL27A
PPP2CA,RPL28
PPP2CA,RPL29
PPP2CA,RPL3
PPP2CA,RPL30
PPP2CA,RPL31
PPP2CA,RPL32
PPP2CA,RPL34
PPP2CA,RPL35
PPP2CA,RPL35A
PPP2CA,RPL36
PPP2CA,RPL36A
PPP2CA,RPL37
PPP2CA,RPL37A
PPP2CA,RPL38
PPP2CA,RPL39
PPP2CA,RPL4
PPP2CA,RPL41
PPP2CA,RPL5
PPP2CA,RPL6
PPP2CA,RPL7
PPP2CA,RPL7A
PPP2CA,RPL8
PPP2CA,RPL9
PPP2CA,RPLP0
PPP2CA,RPLP1
PPP2CA,RPLP2
PPP2CA,RPS10
PPP2CA,RPS11
PPP2CA,RPS12
PPP2CA,RPS13
PPP2CA,RPS14
PPP2CA,RPS15
PPP2CA,RPS15A
PPP2CA,RPS16
PPP2CA,RPS17
PPP2CA,RPS18
PPP2CA,RPS19
PPP2CA,RPS2
PPP2CA,RPS20
PPP2CA,RPS21
PPP2CA,RPS23
PPP2CA,RPS24
PPP2CA,RPS25
PPP2CA,RPS26
PPP2CA,RPS27
PPP2CA,RPS27A
PPP2CA,RPS28
PPP2CA,RPS29
PPP2CA,RPS3
PPP2CA,RPS3A
PPP2CA,RPS4X
PPP2CA,RPS4Y1
PPP2CA,RPS5
PPP2CA,RPS6
PPP2CA,RPS6KB1
PPP2CA,RPS6KB2
PPP2CA,RPS7
PPP2CA,RPS8
PPP2CA,RPS9
PPP2CA,RPSA
PPP2CA,RYR2
PPP2CA,SAG
PPP2CA,SFN
PPP2CA,SGO1
PPP2CA,SIAH1
PPP2CA,SIAH2
PPP2CA,SMG1
PPP2CA,SMG5
PPP2CA,SMG6
PPP2CA,SMG7
PPP2CA,SMG8
PPP2CA,SMG9
PPP2CA,SOD1
PPP2CA,SPRY2
PPP2CA,SRC
PPP2CA,STAG2
PPP2CA,STAT1
PPP2CA,STAT2
PPP2CA,STK3
PPP2CA,STRN
PPP2CA,TBL1X
PPP2CA,TBL1XR1
PPP2CA,TBL1Y
PPP2CA,TCP1
PPP2CA,TGFBR1
PPP2CA,TGFBR2
PPP2CA,TGFBRAP1
PPP2CA,TIPRL
PPP2CA,TNNI3
PPP2CA,TP53
PPP2CA,TSC2
PPP2CA,UBA52
PPP2CA,UBE2A
PPP2CA,UBE2D2
PPP2CA,ULK1
PPP2CA,ULK2
PPP2CA,UNC5A
PPP2CA,UNC5B
PPP2CA,UNC5C
PPP2CA,UNC5D
PPP2CA,UPF1
PPP2CA,UPF2
PPP2CA,UPF3A
PPP2CA,UPF3B
PPP2CA,VCP
PPP2CA,WWTR1
PPP2CA,YAP1
PPP2CA,YWHAB
PPP2CA,YWHAE
PPP2CA,YWHAG
PPP2CA,YWHAH
PPP2CA,YWHAQ
PPP2CA,YWHAZ
PPP2CA,ZNF114
PPP2CA,ZNF160
PPP2CA,ZNF331
PPP2CA,ZNF517
PPP2CA,ZNF550
PPP2CA,ZNF611
PPP2CA,ZNF764
PPP2CA,ZNF785
PPP2CB,PPP2R5E
PPP2CB,SMG1
PPP2R1A,PPP2R5E
PPP2R1A,SMG1
PPP2R1A,SRC
PPP2R1B,PPP2R5E
PPP2R1B,SMG1
PPP2R2A,SMG1
PPP2R2A,TGFBRAP1
PPP2R2B,SMG1
PPP2R2C,SMG1
PPP2R2D,SMG1
PPP2R3A,SMG1
PPP2R3B,SMG1
PPP2R3C,SMG1
PPP2R5A,PPP2R5E
PPP2R5A,SMG1
PPP2R5B,PPP2R5E
PPP2R5B,SMG1
PPP2R5C,PPP2R5E
PPP2R5C,SMG1
PPP2R5D,PPP2R5E
PPP2R5D,SMG1
PPP2R5E,PPP4R1
PPP2R5E,PPP4R1L
PPP2R5E,RAF1
PPP2R5E,REC8
PPP2R5E,RYR2
PPP2R5E,SAG
PPP2R5E,SGO1
PPP2R5E,SIAH1
PPP2R5E,SIAH2
PPP2R5E,SMG1
PPP2R5E,SMG5
PPP2R5E,SMG6
PPP2R5E,STK3
PPP2R5E,TBL1X
PPP2R5E,TBL1XR1
PPP2R5E,TBL1Y
PPP2R5E,TNNI3
PPP2R5E,YWHAB
PPP2R5E,YWHAE
PPP2R5E,YWHAG
PPP2R5E,YWHAH
PPP2R5E,YWHAQ
PPP2R5E,YWHAZ
PPP4C,PRKACB
PPP4R3A,PRKACB
PPP4R3B,PRKACB
PPWD1,SLU7
PQBP1,SLU7
PRCC,SLU7
PREX1,PTEN
PREX2,PTEN
PRKAA1,PRKACB
PRKAA1,RPTOR
PRKAA2,PRKACB
PRKAB1,PRKACB
PRKAB1,RPTOR
PRKAB2,PRKACB
PRKACA,PRKACB
PRKACA,PXN
PRKACA,RPS6KA5
PRKACA,TGFB1
PRKACB,PRKAG1
PRKACB,PRKAG2
PRKACB,PRKAG3
PRKACB,PRKAR1A
PRKACB,PRKAR1B
PRKACB,PRKAR2A
PRKACB,PRKAR2B
PRKACB,PRKCA
PRKACB,PRKCB
PRKACB,PRKCG
PRKACB,PSEN1
PRKACB,PTK2
PRKACB,PXN
PRKACB,RAB13
PRKACB,RAF1
PRKACB,RAP1A
PRKACB,RAP1B
PRKACB,RAP1GAP2
PRKACB,RAPGEF3
PRKACB,RAPGEF4
PRKACB,RASD1
PRKACB,RASGRF1
PRKACB,RASGRF2
PRKACB,RCAN1
PRKACB,RELA
PRKACB,RHOA
PRKACB,ROBO2
PRKACB,RPS6KA5
PRKACB,RPS6KB1
PRKACB,RPS6KB2
PRKACB,RUNX2
PRKACB,RYR2
PRKACB,SCN1A
PRKACB,SCN1B
PRKACB,SCN4B
PRKACB,SCN5A
PRKACB,SCN7A
PRKACB,SFN
PRKACB,SIK2
PRKACB,SLC12A2
PRKACB,SLC8A1
PRKACB,SLC8A2
PRKACB,SLC8A3
PRKACB,SLC9A1
PRKACB,SLC9A3R1
PRKACB,SMEK1
PRKACB,SMO
PRKACB,SOX9
PRKACB,SP1
PRKACB,STAR
PRKACB,SUFU
PRKACB,TNNI3
PRKACB,TP73
PRKACB,TRPM8
PRKACB,TRPV1
PRKACB,TRPV4
PRKACB,TRPV5
PRKACB,TTF1
PRKACB,TTF2
PRKACB,ULK1
PRKACB,ULK2
PRKACB,VAMP2
PRKACB,VASP
PRKACB,YWHAZ
PRKACG,RPS6KA5
PRKAG1,RPTOR
PRKAR1A,PXN
PRKAR1B,PXN
PRKCA,PXN
PRKCB,PXN
PRKCG,PXN
PRKCI,PTEN
PRKCI,SMG1
PRKCZ,PTEN
PRKCZ,TGFB1
PRKN,UBE2L6
PROC,SERPINA1
PRPF19,SLU7
PRPF3,SLU7
PRPF6,SLU7
PRPF8,SLU7
PRPS1,PRPS1L1
PRPS1,PRPS2
PRPS1,PRPSAP1
PRPS1,PRPSAP2
PRPS1,YWHAE
PRSS1,SERPINA1
PRSS2,SERPINA1
PRTN3,SERPINA1
PSG1,TGFB1
PSMA1,PTEN
PSMA2,PTEN
PSMA3,PTEN
PSMA4,PTEN
PSMA4,TGFBRAP1
PSMA5,PTEN
PSMA6,PTEN
PSMA7,PTEN
PSMA8,PTEN
PSMB1,PTEN
PSMB10,PTEN
PSMB11,PTEN
PSMB2,PTEN
PSMB3,PTEN
PSMB4,PTEN
PSMB5,PTEN
PSMB6,PTEN
PSMB7,PTEN
PSMB8,PTEN
PSMB9,PTEN
PSMC1,PTEN
PSMC2,PTEN
PSMC3,PTEN
PSMC4,PTEN
PSMC5,PTEN
PSMC6,PTEN
PSMD1,PTEN
PSMD10,PTEN
PSMD11,PTEN
PSMD12,PTEN
PSMD13,PTEN
PSMD14,PTEN
PSMD2,PTEN
PSMD3,PTEN
PSMD4,PTEN
PSMD5,PTEN
PSMD6,PTEN
PSMD7,PTEN
PSMD8,PTEN
PSMD9,PTEN
PSME1,PTEN
PSME2,PTEN
PSME3,PTEN
PSME4,PTEN
PSMF1,PTEN
PTBP1,SLU7
PTEN,PTK2
PTEN,PTPN14
